,Year,Cluster,YNV_GLB_16,Not Consider Other Makes,Not Consider Other Segments,OVC_US_2C1_1,OVC_US_2C1_2,OVC_US_2C1_3,OVC_US_2C1_4,OVC_US_2C1_5,OVC_US_2C1_6,OVC_US_2C1_7,OVC_US_2C1_8,OVC_US_2C1_9,OVC_US_2C1_10,OVC_US_2C1_11,OVC_US_2C1_12,OVC_US_2C1_13,OVC_US_2C1_14,OVC_US_2C1_15,OVC_US_2C1_16,OVC_US_2C1_17,OVC_US_2C1_18,OVC_US_2C1_19,OVC_US_2C1_20,Cus_BrandExp,Advertising,Audio,Bluetooth,Camera,Comfort,Dealer,Disappointed,DQR,Economy,Engine,Exterior,Features,Handling,Heated Seats / Strg,Interior,Maintenance,Navigation,Performance,Price,Quietness,Ride,Roominess,Safety,Seats,Styling,Transmission,Trunk,Wheel,Had Exterior Problem,Had DEXP Problem,Had FCD Problem,Had AEN Problem,Had Seat Problem,Had HVAC Problem,Had INT Problem,Had ENG Problem,Had Problem,Had Severe Problem,Had Very Severe Problem,Taken to Dealer,Problem Fixed,EXT_Index,INT_Index,SS_Index,AEN_Index,Seats_Index,HVAC_Index,DD_Index,ENGTRN_Index,VDS_Index,FUEL_Index,APEAL_OSAT
OVC_US_2C1_6,-0.00580686147263,-0.00706455996988,-0.00439415096224,-0.00544895205896,0.0432357665578,0.128407395346,0.178285454401,0.136347884483,0.155472544851,0.191344648961,1.0,0.24579512873,0.191634182873,0.151987529308,0.23925238603,0.128795466466,0.12256692427,0.0724156886731,0.0836049080116,0.00082793495446,0.0940644781155,0.204395861068,0.140067402534,0.216661095284,0.172801598558,-0.0427190881601,-0.00216307084501,-0.00568365490929,0.0029695744797,-0.00114723779099,0.00432458895511,0.00158938783141,-0.000134575520063,0.0118931983291,0.00114274110477,0.00513621173289,0.0148691251837,0.00885375188573,-0.00347149358857,-0.00448161963869,0.01115234227,-0.0026510692298,0.000287853460574,0.0109842956798,0.0076787636518,0.00407357845349,0.00172097610964,0.00279466126733,0.00914061204206,-0.00418681141126,0.00727919488023,-0.000217178286201,-0.00360910486824,-0.00766359216736,0.00630639930846,0.00783059776641,0.0036163517435,0.00881502747757,0.00421217285677,0.0025293547725,0.00505826379289,0.00385027288228,0.0184881065332,0.00365115304607,0.00243538397793,0.00221444859904,0.000101134413557,0.0116786796333,0.0141349370989,0.00965598844794,0.00812924071704,0.0160845409552,0.0112862437907,0.0163864848877,0.00803792984208,0.0144963136556,0.00517722926506,0.018274459737
OVC_US_2C1_7,-0.00630234069496,-0.0193600341486,0.0118314309112,-0.00915341427081,0.04183545059,0.104729968548,0.142899609982,0.126715655708,0.108388471273,0.154479812802,0.24579512873,1.0,0.107703525971,0.100962400682,0.109262238345,0.101605014059,0.106651846673,0.0693433577674,0.0603928978809,0.0224088835511,0.127239507255,0.32401321059,0.133605918306,0.124247926717,0.207538066936,-0.0453465009709,0.00608114832866,0.00159386144203,0.00297522702049,0.00746645982344,0.00265715080621,0.00248862804031,0.00195932115583,0.0224114134548,0.00765216970401,0.0145878841661,0.00437561907877,0.00149264485585,0.00539691900903,-0.00149930680824,0.00493311945689,0.00654556027256,0.00563797881751,0.018864802747,0.00720856026318,0.0110095815466,0.00462517979855,0.00636603356218,0.00277995120747,0.00275641043251,0.00972986372933,0.00933268191068,-0.00444840317908,0.00566248345485,0.00846661737299,0.00821015479682,0.0124037349225,0.0154759057129,0.0094750265963,0.00758829153896,0.00754728695348,0.00535467931259,0.0221520501296,0.00680314493743,0.00266003629241,0.00529534271099,-0.00248301018506,-0.00434224063436,0.00102669414202,1.28165892833e-05,-0.0116066010191,0.00198363070175,-0.000139285092028,-0.000433482708273,-0.00152713051282,0.00131601461822,-0.00908676366423,0.00435041429373
OVC_US_2C1_8,-0.0121128513971,-0.00768798483203,0.00529710647575,0.0157119265185,0.0440414831017,0.0961029460123,0.160797862912,0.10705119662,0.142560698137,0.12669313593,0.191634182873,0.107703525971,1.0,0.127720910773,0.239615092776,0.260553882093,0.1607477222,0.0460028461818,0.170687734777,-0.00204531952023,0.0595543019714,0.0956268941329,0.116220012456,0.258050758257,0.0952600442999,-0.0496370743663,0.00829117919308,-0.000288896145129,0.0039264287489,0.00392678361726,0.0393221352283,0.00578538709621,-6.12345791493e-05,0.0034954428967,0.00685846002303,0.0091167672278,0.00881952538769,0.0138978759752,0.00771311646378,0.00305533296991,0.0159042293573,-0.00283370447703,-0.00119519281471,0.0147566449367,0.00506737791364,0.00998620288392,0.0138734411111,0.0197910106514,0.00756024301397,0.0190417742878,0.00616716849518,0.000490256989855,-0.003315587571,0.000826028813051,0.00123485731697,0.00163215399736,0.00364901648926,0.00677498962851,-0.000480177476387,0.0015471268873,0.000599577950538,-0.00290010382235,-0.000120473821134,0.00812094966956,0.00323114544787,0.0113706938875,0.00521087664889,0.0107220962706,0.00901872891844,0.00701074221015,0.0021131648856,0.0129923085341,-0.00270687867244,0.00796145527985,8.50473182582e-06,0.00568434078335,-0.0120020852002,0.00557917767755
OVC_US_2C1_9,-0.0192535011814,-0.0160440930796,0.0199883573925,-9.32183088405e-05,0.0819998867058,0.0736066046027,0.150497666432,0.102678037427,0.137883275101,0.199867426777,0.151987529308,0.100962400682,0.127720910773,1.0,0.25460534171,0.107943617795,0.0932210300464,0.0636399265386,0.0721317572676,-0.0135970090847,0.056802509147,0.0978116030267,0.0901465794827,0.152702753349,0.0981774883185,-0.0695933314758,0.00428767212029,-0.00694968553913,0.00642618207288,-0.00448836482253,0.00368763298472,-0.00109269317666,0.00085578161933,0.00404455256066,-0.000933412559946,0.0104455336346,0.0276397520655,0.0131817608045,0.00279614242876,0.000109244265542,0.0160430581037,-0.00237337605148,0.00453824293581,0.0123693431265,0.00221773682989,0.0109541318389,0.00431674923178,0.00999379796275,0.0051777268963,-0.0050817112736,0.0206061076643,0.00516940916161,-0.000560991713607,-0.0035602251729,-0.0023840262833,-0.00457571528153,-0.000725519311478,0.0021804205778,-0.00192473721247,-0.0056975035914,-0.00423757223368,-0.00500848131252,0.000354896309853,0.0130165364256,-0.00149847917096,0.00695470382536,0.00867953015029,0.0260559754663,0.0162549844783,0.00960064262079,0.00888995962109,0.0135945919126,0.00660659433421,0.0125579743555,0.00829931656105,0.0117479298367,-0.00808895417486,0.0174653343616
OVC_US_2C1_10,-0.0110826337647,-0.0136730617375,0.0166789138778,0.0028733797114,0.0746877666005,0.10297224631,0.158313205779,0.104112044715,0.18981316073,0.177509165438,0.23925238603,0.109262238345,0.239615092776,0.25460534171,1.0,0.192705195117,0.135906305265,0.0566557687567,0.102646314971,-0.00359559033869,0.0677292074204,0.106012934761,0.135555445703,0.192869867019,0.0857549199513,-0.0562802729737,0.00874747663823,-0.00331498812509,0.00151184346302,-0.00495214787624,0.0170580070188,0.000299674339346,0.00951116641981,0.0115578719223,0.00352734860882,0.00761141375172,0.0156736818326,0.0203073633575,0.00301595995787,-0.00430017543583,0.0258286906111,-0.00141348021982,0.00311689013052,0.0175126278368,0.0116880659378,0.00700984614065,0.00879087127077,0.0128585066536,0.00887273617294,0.00185307441367,0.0346848703687,0.00664156103858,-0.00249217686978,-0.000898184255646,0.00778826455868,0.0107216020389,0.0100796377164,0.0212081908648,0.00910874148088,0.0066502499922,0.0109955357538,0.00941430262711,0.0156353643726,0.012024965703,0.00512070499992,0.0131955261497,0.012239713384,0.0223911103319,0.0252489987301,0.0125177576789,0.00911144690029,0.0198113621067,0.0109904522276,0.0166498367793,0.0119081725128,0.0135938322354,-0.004763522454,0.019387133068
OVC_US_2C1_11,-0.0195473100466,-0.0143714965753,0.0113946082702,0.0289160990348,0.0426010687787,0.0714848394949,0.133873115872,0.0914386331623,0.117099630736,0.100961431255,0.128795466466,0.101605014059,0.260553882093,0.107943617795,0.192705195117,1.0,0.307064350149,0.0205150791711,0.342938856104,-0.00332663915206,0.0513237452359,0.0767628400106,0.096030074416,0.161596678237,0.0776139433471,-0.0470565171295,-0.00139306136062,0.00104153257044,0.00415992136161,-0.00513928378155,0.0155422665108,0.00650473587578,0.000763451871544,0.0135496631461,0.0076568441654,0.00334627626885,0.0127743800045,0.00873363577642,0.0112826866931,-0.000849748231601,0.0204815988758,0.00316020397512,-0.000830153900014,0.0141960036728,0.017060003533,0.00888094372941,0.0132050402508,0.0485297263056,0.00473885719773,0.009866439816,0.0116175984018,0.00485575969915,-0.000174692146329,0.000383058592202,0.011053694875,0.0098126942842,0.0115019284918,0.0190394622289,0.00911825591641,0.0125178290814,0.014107486265,0.0116385338048,0.00892088954391,0.0110210595823,0.00406829571344,0.0119244966106,0.0130175930622,0.00995848239834,0.0159751528335,0.0224349108247,0.00405243267857,0.0157859553328,0.00401127643458,0.0114458406282,0.00280021830192,0.0142661456402,-0.02774512656,0.00999859897269
OVC_US_2C1_12,-0.0119605542706,-0.00567067660504,0.00682131046296,0.0399106748283,0.023914906311,0.070483933487,0.144893198664,0.104574812736,0.108827521876,0.109585453185,0.12256692427,0.106651846673,0.1607477222,0.0932210300464,0.135906305265,0.307064350149,1.0,0.0358930997464,0.29296391039,0.0106640117312,0.0654120604,0.0934850643456,0.115312638919,0.127122273655,0.0842113517983,-0.0276401850796,-0.00277395872759,-0.00267927547685,0.00301850531128,0.000524269173571,0.0211869418844,0.00290328861376,0.00594135050218,0.011395304778,0.0164808581539,0.00219867503752,0.00788130214283,0.0114210376777,0.0068120268402,0.000185092211821,0.0101981025012,0.00177079160433,0.0135915142422,0.0091787062181,0.0059220242259,0.00913564368576,0.0105517802147,0.0242004655961,0.00350261023196,0.0129282651792,0.00888499437511,0.00873753524741,0.00329352184416,0.000286319626675,0.0197138373346,0.0168635002556,0.0166884476944,0.024930475822,0.0178396285664,0.0181356720608,0.0154529482497,0.0143969696955,0.0103986761673,0.0117340992191,0.0137819785304,0.0133795051994,0.0108951669431,0.000272218518104,0.00723049876723,0.0123136675472,-0.00111135341796,0.00593411365872,-0.00264995562112,0.00382049482231,-0.00274204706911,0.00871499241955,-0.0268803859974,0.00388693531823
OVC_US_2C1_13,-0.00450992525361,0.00479957096882,-0.0116258214038,0.0452474190159,0.010464549307,0.0506663945823,0.0535917596404,0.0684232338876,0.0479649984526,0.101319174441,0.0724156886731,0.0693433577674,0.0460028461818,0.0636399265386,0.0566557687567,0.0205150791711,0.0358930997464,1.0,-0.0114035524894,0.0672352032747,0.148356842883,0.0629428431742,0.125936752939,0.0674261689841,0.0684733466027,-0.0239012820147,0.00157253022177,-0.00238046616953,-0.00346920344094,0.004276578129,0.00722036670998,0.00337540895333,-0.00107311344532,0.00824009062115,0.00268217809182,0.00657442158489,0.00010981038831,0.00273558715213,0.00745079743591,0.00986292107773,0.00600987296029,0.00489964722265,0.00776888396101,0.012216130775,0.00133874626784,-0.00210361946766,-0.000167996137311,-0.00201241067915,0.00617755377765,0.00475058041189,0.00258832558702,0.00621166404597,0.00414634806548,0.00352384831568,0.0085175706694,0.00768822797901,0.00987872183867,0.00749990178339,0.0145360928993,0.0110552116769,0.00796255513183,0.00946478601732,0.0102650574741,0.0102496373776,0.00704100824279,0.0141872635653,0.00814905303764,0.0079742091396,0.00921220856108,0.000169544126594,0.00318699641844,0.00600193222031,0.00166441512508,0.00613016012185,0.00376763017693,0.00599934787423,-0.000805287236587,0.0037959459029
OVC_US_2C1_14,-0.0120150873095,-0.0101516000311,-0.00764347502187,0.0562817043431,0.010664647792,0.0443989909469,0.11698968541,0.0717741056955,0.0751169468458,0.0766481187105,0.0836049080116,0.0603928978809,0.170687734777,0.0721317572676,0.102646314971,0.342938856104,0.29296391039,-0.0114035524894,1.0,-0.0310463299668,0.0153658965605,0.0577709094243,0.0810767786396,0.105671657212,0.0588058422337,-0.0356778312127,-0.00162370268492,-0.0069076780754,0.00297626360619,0.00124704529877,0.0123929861247,0.00756603302676,0.00926996435086,0.00762667910591,0.0056910882346,0.00319747959532,0.00105434051369,0.0127782847453,-0.00457992416052,0.00155417529811,0.0087168739958,0.000414177757394,0.00113331075455,0.00934236158714,0.0128699919971,0.00400060380768,0.00777247095938,0.0251038671916,0.00517620434291,0.0132214949361,0.00600812518183,0.00932817369841,-0.0017401823441,0.0052615068875,0.0152584157163,0.0136069325974,0.0121908617625,0.0150868638384,0.0128213519211,0.015053060959,0.015698588686,0.0164210651127,0.00303359600141,0.0113627231532,0.00224487762669,0.00980858216829,0.014797457254,0.0123449276371,0.014393275898,0.0168846028322,0.00682684502115,0.0123596500465,0.00512990766799,0.0135337918695,0.000381184026664,0.0133714811461,-0.0278573646085,0.0121816943678
OVC_US_2C1_15,-0.000757684325135,-0.0191375943637,0.0810636365547,0.0265500618929,0.0430637082433,0.0814611003171,-0.00334659358734,0.0188201817272,0.0377641509034,0.00891849974011,0.00082793495446,0.0224088835511,-0.00204531952023,-0.0135970090847,-0.00359559033869,-0.00332663915206,0.0106640117312,0.0672352032747,-0.0310463299668,1.0,0.14675059385,0.0152677228145,0.0491435224875,-0.0143955766103,0.025538478016,-0.0992973142383,0.00941602045418,0.00718052353212,0.00195034805647,-0.00497587078907,0.0057296589689,0.00398470038511,-0.00777906391326,0.0103455616831,0.0105416919122,0.0092944978175,0.0069179094348,0.00969868146618,0.00260509867323,0.000580318872431,0.00818334325611,-0.00289624519456,-0.000125689951324,-0.00197327048787,0.0597203341765,0.000262946905166,0.00650025977401,0.00966266787397,-0.0027916285597,0.00667347152825,0.0144780274807,0.00678326266003,0.00849998868745,0.00266567990666,0.0132681598364,0.00588031497139,0.00114150144959,0.0143119194559,0.00327756117835,0.00119811218859,0.00771294378383,0.00741880635038,0.0412004387873,0.0278444882127,0.0205782055662,0.00889454934442,-0.000592723999258,-0.0277588649119,-0.0203125241002,-0.0169479611747,-0.0191791288047,-0.0317753047246,-0.0227508783856,-0.0259417605621,-0.0351694745699,-0.0235807584157,-0.0102303748653,-0.0383998267804
OVC_US_2C1_16,-0.0306097302727,-0.0186168410357,0.0170654968095,0.013190100514,0.0164433905432,0.0577836587652,0.0835597970701,0.130366515401,0.0740011875991,0.0732003800834,0.0940644781155,0.127239507255,0.0595543019714,0.056802509147,0.0677292074204,0.0513237452359,0.0654120604,0.148356842883,0.0153658965605,0.14675059385,1.0,0.106420303895,0.0810401588663,0.0843531938413,0.0985284578715,-0.0551395335123,0.0165716454232,0.00227272355467,0.00237428863636,-0.00100114872402,0.00954295540905,0.00671493907226,0.00651866718175,-0.00205284110656,0.0645151653934,0.0178551730289,0.00150936191488,0.0104445963318,0.00379411054473,-0.00189781767917,0.00135717738643,0.00183267745698,0.00794481786574,0.0146064288729,0.012325104561,0.00417239219128,0.00277966230936,0.00316921628252,-0.00631408706833,0.00616214523026,0.00824631165812,0.00838392486741,0.00135418124195,-0.00177227514311,0.013966012529,0.0156431959993,0.0115582064763,0.0232661704156,0.0146376057832,0.0111492470415,0.0153787165445,0.0121931360295,0.0315832217199,0.0326556539416,0.0242058118165,0.0200168225731,0.00317511363129,-0.0232232483516,-0.0145043733697,-0.0221647795751,-0.0223654454268,-0.0184576511282,-0.022437633528,-0.0188215169188,-0.0156614885188,-0.0214175099635,0.0428732484333,-0.0116798949288
OVC_US_2C1_17,-0.012396055938,-0.0196360720862,0.00387606290808,-0.00628950749876,0.0537367158991,0.1057118412,0.133542327322,0.108526307635,0.098210154233,0.155725791737,0.204395861068,0.32401321059,0.0956268941329,0.0978116030267,0.106012934761,0.0767628400106,0.0934850643456,0.0629428431742,0.0577709094243,0.0152677228145,0.106420303895,1.0,0.122450846853,0.125879807897,0.157863122248,-0.047958730566,0.0107320032217,0.00174685480089,0.00200897942051,0.00132986646573,-0.00214024015373,0.00688758416203,-0.00223157758583,0.00580614321434,0.00144635274709,0.00627568473398,0.00216160178543,0.00688056958399,0.00350154517863,0.00500367853843,-0.000480954407058,0.000289480843451,0.00823343957565,0.00830095349506,0.00453461882159,0.00320555681225,-0.000445356548959,0.00241884625197,0.00675025602017,0.00635730533517,0.00553636553897,0.00525136651681,-0.000172664528222,-0.00138295033274,0.00451837354512,0.0102090509188,0.00944089423706,0.0138402522438,0.00477793523234,0.00523128033523,0.00259368525694,0.00508261741673,0.0133264378289,0.00846386505781,0.00192509384812,0.00523314424117,-0.0056105045631,0.000340689043173,0.00241590160274,-0.00287520738896,-0.00823652081239,0.00056688142045,-0.00493309310847,-0.00108539119124,-0.00134477275593,0.00245905995253,0.00141397765989,0.00653680136595
OVC_US_2C1_18,-0.00548721535426,0.00326240980632,0.00562605181604,0.000657045341683,0.0210477197817,0.106229669646,0.127307624681,0.140541642907,0.113915897387,0.140021117749,0.140067402534,0.133605918306,0.116220012456,0.0901465794827,0.135555445703,0.096030074416,0.115312638919,0.125936752939,0.0810767786396,0.0491435224875,0.0810401588663,0.122450846853,1.0,0.106860275454,0.126680590524,-0.0206435000119,0.013251754423,-0.00529721747004,0.000802022754825,0.00468842931625,0.00333699267714,-0.00497010546848,0.00327215236397,-0.00113906818191,-0.00326396765928,-0.00244465401238,-0.000437929975589,0.00524951001889,-0.0048711387446,-0.00634671116149,1.16145333006e-05,0.00172123733879,0.00964995358259,-0.00238992693244,1.56474909037e-05,0.0089141075971,0.00345828721017,0.00177354913831,-0.00270580860146,0.00135503092402,0.00389599005741,0.00859933084423,0.00195913917374,-0.00303767138064,-0.00197762988098,0.001316725769,0.00171934451454,0.000963760708028,-0.000997575207114,-0.000549746145303,-0.00323226909364,0.00203844382306,-0.00199458763541,0.000440931360512,0.00234030423499,0.00438771019003,0.00483060753078,0.00405781210784,-0.00183204281565,-0.000541993661119,0.00497944004637,0.00169759568155,0.000486479176557,0.00269291911418,-0.000165620514665,0.00458936821719,-0.00465617829741,0.00148923606631
OVC_US_2C1_19,-0.0174182343189,-0.00795370641926,0.0102437550766,0.00365708970317,0.0532171679571,0.103676112646,0.239306054732,0.12003225526,0.142868048776,0.142786070459,0.216661095284,0.124247926717,0.258050758257,0.152702753349,0.192869867019,0.161596678237,0.127122273655,0.0674261689841,0.105671657212,-0.0143955766103,0.0843531938413,0.125879807897,0.106860275454,1.0,0.120452300217,-0.0605478688085,-0.0050857988685,0.000443291642136,-0.00157122103844,0.00500343289841,0.0282551873983,-0.00437470341192,-0.0012124865196,0.00114605531832,0.00133679312599,0.00813929839986,0.000902496603978,0.00121529933194,0.0234598498753,-0.000868113018112,0.014220607098,-0.00761440692519,0.0091744003856,0.0352581069888,0.00199678992659,0.0160827175687,0.030711361785,0.00940926199807,0.0176367827565,0.00767915073587,0.014251776626,0.00438559787112,-0.00213375864458,0.00729969820408,-0.00408492045284,-0.00336541376824,0.00384041807661,0.00629864707425,-0.00158164683441,0.00118226871141,0.00363577759483,-0.00342209496136,0.0101125855011,0.00584101376754,-8.37720083026e-05,0.0136360927049,0.0118086117818,0.0148196562985,0.0114723932093,0.00538020054227,0.000859510553408,0.0110507715189,0.00212336235561,0.0178224075109,0.0114411213874,0.0109698346188,-0.00554828920928,0.0182243075648
OVC_US_2C1_20,-0.0062306575621,-0.00483280305511,0.00432525509706,0.00775931048571,0.0238239617364,0.119256932457,0.117451989927,0.104856616846,0.0987216620545,0.143329765738,0.172801598558,0.207538066936,0.0952600442999,0.0981774883185,0.0857549199513,0.0776139433471,0.0842113517983,0.0684733466027,0.0588058422337,0.025538478016,0.0985284578715,0.157863122248,0.126680590524,0.120452300217,1.0,-0.0322419142222,-0.00354020867142,-0.00387727106792,0.00605673329467,-0.00218574790857,0.00144992715128,0.00266777425255,0.00144279087818,0.001603179121,-0.00380267351103,0.00464147413377,0.00607366987953,0.000570633369663,0.000769275217979,0.00476555601253,-1.62430024927e-05,0.00123834787933,0.00749036346231,0.00409191814921,0.00369551262709,-0.000702401873435,0.00673708513564,0.00437788751172,0.00113863544124,0.00155427601108,0.00874054062475,0.00632745977865,-0.00329609243275,0.00109174796368,-0.0013673527556,-0.00180680404839,2.8566928801e-06,0.00306103736287,-0.000241471761484,-0.00473590001696,-0.00203642582149,-0.000392994536118,0.00308199410822,0.00465701646593,0.00766587684662,0.00736642529994,-0.00339316523379,-0.000297785914827,0.00304722380933,0.00402070437903,-0.00141003785504,0.0040711858792,0.00153811239843,0.00419856646922,0.00132171939201,0.00588740779555,-0.0114173670894,3.76043927582e-05
Cus_BrandExp,0.0277166003048,0.0424567554853,-0.197119284317,0.0699996128152,-0.0894463000312,-0.0705557511292,-0.0537654908449,-0.0435584846566,-0.0606433713031,-0.0322965491395,-0.0427190881601,-0.0453465009709,-0.0496370743663,-0.0695933314758,-0.0562802729737,-0.0470565171295,-0.0276401850796,-0.0239012820147,-0.0356778312127,-0.0992973142383,-0.0551395335123,-0.047958730566,-0.0206435000119,-0.0605478688085,-0.0322419142222,1.0,-0.0164725022391,-0.00418549086816,-0.000123389094995,0.0106207836599,-0.00338999312112,0.00124646709112,-0.00143874889547,0.0483335602358,-0.0132253960039,-0.0132875561337,-0.00903306203146,-0.00884266878193,-0.00645180673311,-0.000108870181174,-0.00952374844986,0.0266876606466,-0.00674525953171,-0.0180421594876,-0.00987987084341,-0.00280689536263,-0.00191580126996,0.00439828260077,0.00442019706235,-0.0154630035958,0.00611144863344,-0.0103711594756,-0.00137035770204,-0.00747255468539,-0.0225100772472,-0.0194690811416,-0.0187809367986,-0.0285039317439,-0.0128280179633,-0.011700993025,-0.0174011440541,-0.0244137875211,-0.0593190588802,-0.0345766315597,-0.0250881803456,-0.0193103094719,-0.00977121873842,0.0186247005271,0.0172856271128,0.0275577411802,0.0251264424751,0.0169582634465,0.0241569475287,0.0230561899005,0.030284075031,0.0200245671091,-0.00522663883796,0.0278959595047
Advertising,-0.0102004422974,-0.00200902351471,0.0297106396542,-0.00630972500122,-0.00199883643631,0.00278491702942,0.00289054070908,0.00610495502036,-0.00091151325479,0.0022003059276,-0.00216307084501,0.00608114832866,0.00829117919308,0.00428767212029,0.00874747663823,-0.00139306136062,-0.00277395872759,0.00157253022177,-0.00162370268492,0.00941602045418,0.0165716454232,0.0107320032217,0.013251754423,-0.0050857988685,-0.00354020867142,-0.0164725022391,1.0,0.00802690661341,0.00118954513798,0.00198581430724,0.00726221553276,0.0203316596021,0.0535490345866,0.0013096542603,0.104577974496,0.0175886173153,0.00153405008421,0.010946393244,0.00848496112445,-0.00254700969242,0.00012236241543,-0.00253806727277,0.00649188977037,0.0278628702655,0.017562621883,0.0115401869532,0.00398171644017,0.010968080258,0.00118499383243,0.00108048956272,0.00724295978684,0.00064513652883,0.00276206827543,-0.00169788443192,0.00232340303452,0.000273582196308,0.00483192165481,0.00986994280863,0.00350878050274,0.00472932544714,0.00216724891723,0.009979868737,0.0113169511529,0.00782594628887,0.0175271814074,0.0125997397846,-0.00557734794813,-0.0104420763109,-0.0118669806173,-0.0143652175872,-0.00950858190604,-0.0102225200324,-0.0167538525881,-0.0125194870942,-0.0134422755686,-0.0142501564057,-0.0268303849112,-0.0195496146021
Audio,0.00282092407052,0.002952144022,0.019224119968,0.00261768323094,0.00411723221819,-0.00290014468965,-0.00682345307829,0.0047239866696,-0.000605642973784,1.70911924173e-05,-0.00568365490929,0.00159386144203,-0.000288896145129,-0.00694968553913,-0.00331498812509,0.00104153257044,-0.00267927547685,-0.00238046616953,-0.0069076780754,0.00718052353212,0.00227272355467,0.00174685480089,-0.00529721747004,0.000443291642136,-0.00387727106792,-0.00418549086816,0.00802690661341,1.0,0.0938528541425,0.0197981518816,0.00396593563507,0.0275204878953,0.0111852172875,0.0107846387275,0.0066158308657,0.0193870656365,0.000647978548388,0.0310272820831,0.0195928757863,0.0207665559362,0.0041511689445,0.00901646333743,0.062828234281,0.0110467282975,-0.00131943593759,0.0414826704264,0.00363046499528,0.00160230453206,0.000616134369975,0.0131723788094,0.00714080815065,-0.000234203007425,0.00185049441495,0.0184108704183,-0.000601407260965,0.00595395340085,0.0065425539183,0.0251112643084,0.000464420594424,0.00459234767159,0.000881508026196,0.000360372260279,0.011331994682,0.0203576895301,0.030926742659,0.0199964138872,0.00333486487906,-0.0117239264372,-0.00861340300459,-0.00494073394441,-0.0144788127191,-0.00676722545403,-0.00855240620722,-0.00792531460784,-0.0091802068253,-0.00643861298846,-0.0108180395785,-0.0148858697912
Bluetooth,0.00242724630539,-0.00494588248755,0.0215127869738,3.73664377629e-05,0.00420159413725,0.0106143477975,-0.00253139446864,0.000387038025805,0.00488162056486,0.00118355713274,0.0029695744797,0.00297522702049,0.0039264287489,0.00642618207288,0.00151184346302,0.00415992136161,0.00301850531128,-0.00346920344094,0.00297626360619,0.00195034805647,0.00237428863636,0.00200897942051,0.000802022754825,-0.00157122103844,0.00605673329467,-0.000123389094995,0.00118954513798,0.0938528541425,1.0,0.0398428924984,0.00831076626386,0.0379778946097,0.0415211838718,0.0190707538862,0.0185185349524,0.00743665681582,-0.000631830075003,0.044576566903,0.0121813639733,0.0320409586995,0.0150987444657,-0.00330577795394,0.117216210762,0.0192770830777,0.0053621735876,0.0332209151363,0.004934217587,-0.000973263632173,0.0123826830263,0.025529567722,0.0111555380924,0.00870224372029,-0.00382542974947,0.0217120046198,0.00771947208777,0.00165859869541,0.00941625279678,0.0284656184535,0.0036807705802,0.0016345435324,0.000648177459658,0.000188081046576,0.0165888216816,0.0320115793536,0.0277232654602,0.0199089457934,-0.00119986545962,-0.006416551699,-0.00489481147054,-3.71185981e-05,-0.0145840047746,-0.00296570161966,-0.00468785492357,-0.00776054078299,-0.00638753945948,-0.00346170815754,-0.0112863170034,-0.0130319473499
Camera,0.0140368885877,-0.00217521305728,0.00680824690056,-0.000656886446416,-0.00800233621611,0.00129223739411,-0.00528798483217,0.00443674037877,0.0142232698747,0.00357285208776,-0.00114723779099,0.00746645982344,0.00392678361726,-0.00448836482253,-0.00495214787624,-0.00513928378155,0.000524269173571,0.004276578129,0.00124704529877,-0.00497587078907,-0.00100114872402,0.00132986646573,0.00468842931625,0.00500343289841,-0.00218574790857,0.0106207836599,0.00198581430724,0.0197981518816,0.0398428924984,1.0,0.00836408401413,0.0143824382018,0.0283617424309,-0.00037858393669,0.0108588582505,0.00860374034919,0.00432371646167,0.0622719953246,0.0254133106423,0.0414284025228,0.00561647909449,-0.00300339454732,0.0336106087272,0.0241293480311,0.00153060826136,0.0337955339079,0.00402982664361,0.00487651337646,0.0418571289103,0.0411931174494,0.0176836607525,-0.000731338518692,0.0109885425385,0.0449239214894,0.000461247380899,0.00350947824991,0.00672946488989,0.0110522344129,0.0036933586643,0.00159473813799,0.00685504814172,-0.000741709773784,0.00652463430873,-0.00134796090545,0.00161581252661,-0.00502216207805,-0.00225517193511,-0.00276917737878,-0.00199316501263,-0.00581483565903,-0.00422832121453,-0.00282064314043,-0.00592937186505,-0.00448131796783,-0.00340852087623,-0.00595861443656,-0.000122987519462,-0.00361477134763
