,0,ID,Mileage,Age,Drive-City,Drive-Highway,Drive-Rural,First New,Gender,Income,Education,Conquest,Consumer Reports,Knowledgeable,Fuel Grade,Grade,Marital Status_Divorced/Widowed/Separated,Marital Status_Living With Sig Oth/Dom Prtnr,Marital Status_Married,Marital Status_Single/Not Married
10125,1,41082,2,46,1,0,0,1,0,2,4,1,0,0,1,3,0.0,1.0,0.0,0.0
10126,6,39032,1,68,1,0,0,0,0,4,3,1,1,0,1,1,0.0,0.0,1.0,0.0
10127,7,338,3,34,0,1,0,1,0,4,3,0,0,1,3,1,0.0,0.0,0.0,1.0
10128,4,58322,1,64,1,0,0,0,0,3,2,0,0,0,1,3,0.0,0.0,1.0,0.0
10129,7,52088,2,35,1,0,0,0,0,2,2,0,0,0,2,2,0.0,0.0,1.0,0.0
10130,3,15833,1,22,0,1,1,1,1,3,2,1,0,0,1,1,0.0,0.0,0.0,1.0
10131,4,52236,2,62,1,0,0,0,1,3,2,0,0,0,1,2,0.0,0.0,0.0,1.0
10132,4,60310,2,63,0,0,1,0,0,4,4,0,0,1,2,2,0.0,0.0,1.0,0.0
10133,5,26113,2,47,0,1,1,0,1,4,4,1,0,0,2,1,1.0,0.0,0.0,0.0
10134,1,29973,2,41,1,0,0,1,0,3,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10135,5,18114,2,52,0,1,0,0,1,3,3,0,0,0,1,3,1.0,0.0,0.0,0.0
10136,3,58152,1,25,1,0,0,1,1,5,1,1,0,0,1,2,0.0,0.0,0.0,1.0
10137,0,5047,2,59,1,1,0,0,0,4,6,1,0,0,1,2,0.0,0.0,1.0,0.0
10138,3,38987,1,23,0,1,0,0,1,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0
10139,4,27898,2,62,1,1,1,0,0,5,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10140,7,51438,2,37,1,1,1,0,0,2,2,0,0,0,1,3,0.0,1.0,0.0,0.0
10141,7,44785,2,35,1,0,0,0,0,3,2,0,0,0,1,1,0.0,0.0,0.0,1.0
10142,0,39903,1,55,1,0,0,0,0,4,4,1,0,0,1,1,0.0,0.0,1.0,0.0
10143,0,41369,2,56,1,0,0,1,1,3,6,1,1,0,1,3,0.0,0.0,1.0,0.0
10144,5,4523,2,47,1,0,0,0,1,3,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10145,6,15130,1,68,0,0,1,0,0,5,4,1,1,1,1,3,0.0,0.0,1.0,0.0
10146,1,25156,2,40,1,0,0,1,1,3,2,0,0,0,1,2,0.0,0.0,0.0,1.0
10147,6,55086,1,69,1,1,0,0,0,4,2,1,0,0,1,1,0.0,0.0,1.0,0.0
10148,5,52009,2,53,1,0,0,0,1,2,2,0,0,0,1,2,0.0,0.0,0.0,1.0
10149,1,5845,2,40,0,1,0,1,0,5,5,0,1,1,1,2,0.0,0.0,1.0,0.0
10150,1,22513,2,40,0,0,1,0,0,2,3,0,0,0,1,1,0.0,1.0,0.0,0.0
10151,1,6530,2,43,0,0,1,0,1,5,5,1,1,0,1,2,0.0,0.0,1.0,0.0
10152,7,8282,2,30,0,1,0,1,0,3,4,0,0,0,1,1,0.0,0.0,1.0,0.0
10153,7,27286,2,37,0,1,1,1,1,4,2,0,0,0,1,1,0.0,1.0,0.0,0.0
10154,0,39528,1,58,0,1,0,0,1,3,3,1,0,0,1,3,0.0,0.0,1.0,0.0
10155,5,21476,2,48,1,0,0,0,1,4,2,1,0,1,1,1,0.0,0.0,0.0,1.0
10156,4,24043,2,63,1,1,1,0,1,2,2,0,0,0,1,1,1.0,0.0,0.0,0.0
10157,6,8051,2,66,1,0,0,1,1,4,5,0,1,0,1,3,0.0,0.0,1.0,0.0
10158,7,46077,2,37,1,1,0,0,1,5,3,0,0,0,3,3,0.0,0.0,1.0,0.0
10159,1,8146,2,44,1,0,0,1,0,4,1,1,0,0,1,1,0.0,0.0,0.0,1.0
10160,4,33198,2,65,1,0,0,0,1,4,3,1,0,0,3,3,0.0,0.0,1.0,0.0
10161,4,31153,2,60,0,1,0,0,0,3,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10162,3,25172,2,29,1,0,0,0,0,2,3,0,0,1,1,1,0.0,0.0,1.0,0.0
10163,4,59175,2,61,0,1,1,0,0,2,2,0,0,0,2,2,0.0,1.0,0.0,0.0
10164,6,21142,2,67,0,0,1,0,0,2,4,1,0,0,1,3,0.0,0.0,1.0,0.0
10165,5,38513,1,53,1,1,0,0,1,5,5,0,0,0,1,2,0.0,0.0,1.0,0.0
10166,1,44520,2,44,0,0,1,0,1,3,2,0,0,0,1,3,0.0,0.0,1.0,0.0
10167,3,6690,2,21,0,1,0,1,0,2,1,1,0,0,1,3,0.0,0.0,0.0,1.0
10168,1,32504,2,41,1,1,0,0,0,3,2,0,0,1,1,1,1.0,0.0,0.0,0.0
10169,3,48912,2,22,0,0,1,0,1,3,2,0,0,0,1,2,0.0,0.0,1.0,0.0
10170,1,11363,2,41,1,1,0,0,1,1,3,0,0,0,1,3,1.0,0.0,0.0,0.0
10171,7,21681,2,37,0,1,0,1,1,3,3,1,0,0,1,1,0.0,0.0,1.0,0.0
10172,4,34961,1,62,1,0,0,0,1,3,7,1,0,0,1,3,0.0,0.0,1.0,0.0
10173,6,43831,2,68,0,1,0,0,0,3,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10174,7,42125,3,37,1,0,0,0,1,5,2,0,0,0,1,1,0.0,0.0,0.0,1.0
10175,4,44329,2,64,1,1,0,0,0,3,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10176,5,53827,2,47,1,1,0,0,0,3,4,0,0,0,3,3,0.0,0.0,1.0,0.0
10177,5,53298,2,48,0,1,0,1,1,2,2,0,0,0,1,1,1.0,0.0,0.0,0.0
10178,2,58290,1,76,1,0,0,0,1,5,3,1,0,0,1,1,1.0,0.0,0.0,0.0
10179,1,24391,2,40,1,1,0,0,1,5,5,1,0,0,1,3,0.0,0.0,1.0,0.0
10180,4,29447,2,65,0,1,0,1,0,5,6,0,0,0,3,2,0.0,0.0,1.0,0.0
10181,5,6302,2,47,0,1,0,0,1,4,4,1,1,1,1,3,0.0,0.0,1.0,0.0
10182,0,30721,2,56,0,1,0,0,1,2,2,0,0,0,1,1,1.0,0.0,0.0,0.0
10183,1,48227,2,45,1,0,0,0,1,3,2,0,0,0,1,2,0.0,0.0,0.0,1.0
10184,4,27073,2,63,1,0,0,0,1,4,5,0,0,1,1,3,0.0,0.0,1.0,0.0
10185,4,49964,2,65,1,0,0,0,1,4,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10186,3,56117,1,29,1,1,1,1,1,2,2,1,0,0,1,2,0.0,0.0,0.0,1.0
10187,1,28149,2,42,0,0,1,0,0,5,7,1,0,0,1,3,0.0,0.0,1.0,0.0
10188,1,33613,2,46,0,0,1,0,1,4,6,1,0,0,1,3,0.0,0.0,1.0,0.0
10189,0,11678,2,57,1,1,0,0,1,4,6,0,0,0,2,3,0.0,0.0,1.0,0.0
10190,1,41341,2,46,0,1,0,0,0,5,5,0,0,0,3,3,0.0,0.0,1.0,0.0
10191,2,28090,2,77,1,0,0,0,1,2,2,1,0,0,1,3,0.0,0.0,1.0,0.0
10192,6,31299,2,70,1,0,0,0,0,3,2,0,0,0,1,3,0.0,0.0,1.0,0.0
10193,7,4199,2,31,0,1,0,0,0,4,5,0,0,0,1,2,0.0,0.0,1.0,0.0
10194,6,46609,2,67,1,0,0,0,1,2,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10195,4,25587,2,62,0,1,0,0,0,5,5,1,0,0,2,3,0.0,0.0,1.0,0.0
10196,5,9527,2,48,0,0,1,1,0,3,5,0,0,0,3,2,0.0,0.0,1.0,0.0
10197,7,5707,2,37,1,0,0,0,0,5,5,0,0,1,1,3,0.0,0.0,0.0,1.0
10198,6,16234,1,72,1,0,0,0,0,5,9,0,1,0,2,2,0.0,0.0,1.0,0.0
10199,6,42024,2,72,0,1,0,0,1,3,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10200,4,38321,1,65,1,0,0,0,1,3,9,0,0,0,1,3,0.0,0.0,1.0,0.0
10201,0,21758,2,57,1,0,0,0,0,5,4,1,0,0,1,2,0.0,0.0,0.0,1.0
10202,7,47237,2,37,0,1,0,1,0,2,4,1,0,0,2,1,0.0,1.0,0.0,0.0
10203,5,22419,2,53,0,1,0,0,0,4,5,0,0,0,2,1,0.0,0.0,1.0,0.0
10204,6,13643,1,72,0,1,1,0,1,3,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10205,7,17820,1,33,1,1,0,0,1,5,4,1,0,0,1,2,0.0,0.0,1.0,0.0
10206,3,59084,2,23,0,1,0,1,1,2,2,1,0,0,2,1,0.0,0.0,0.0,1.0
10207,7,28860,2,32,1,0,0,0,1,4,3,0,1,1,2,3,0.0,0.0,0.0,1.0
10208,4,556,3,62,0,1,0,0,0,5,5,0,0,0,2,2,0.0,0.0,1.0,0.0
10209,1,2493,2,39,1,0,0,1,1,5,5,1,0,0,1,1,0.0,0.0,1.0,0.0
10210,2,45968,2,80,1,0,0,0,0,3,2,0,0,0,1,1,0.0,0.0,1.0,0.0
10211,0,4366,2,54,0,0,1,0,0,2,4,1,0,0,1,1,0.0,0.0,1.0,0.0
10212,1,14017,1,42,1,0,0,0,0,3,5,1,0,0,1,3,0.0,0.0,1.0,0.0
10213,3,52268,2,28,1,1,1,0,1,4,1,0,0,0,3,1,0.0,0.0,0.0,1.0
10214,3,28696,2,27,0,1,0,1,0,4,2,1,0,0,1,3,0.0,0.0,0.0,1.0
10215,7,54659,1,33,0,1,0,1,0,4,4,0,0,1,3,1,0.0,0.0,1.0,0.0
10216,4,6212,2,63,1,0,0,0,1,4,3,0,0,0,1,3,0.0,0.0,1.0,0.0
10217,0,27416,2,57,1,0,0,0,1,4,2,0,0,0,2,1,1.0,0.0,0.0,0.0
10218,5,29120,2,49,1,0,0,0,0,4,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10219,5,17780,1,48,1,0,0,0,0,4,4,0,1,1,1,3,0.0,0.0,1.0,0.0
10220,1,17941,2,44,1,0,0,0,0,4,6,1,0,0,3,2,0.0,0.0,1.0,0.0
10221,6,51263,2,68,0,1,0,0,1,3,3,1,0,0,1,1,0.0,0.0,1.0,0.0
10222,5,37847,1,50,1,0,0,0,0,2,2,0,0,0,1,1,0.0,0.0,0.0,1.0
10223,6,17439,1,71,1,0,0,0,1,4,3,0,0,0,1,1,0.0,0.0,1.0,0.0
10224,1,8287,2,43,1,1,0,0,0,5,5,0,0,0,1,1,0.0,0.0,1.0,0.0
10225,3,40691,2,23,1,1,0,0,1,4,3,1,0,0,1,2,0.0,0.0,0.0,1.0
10226,1,29257,2,42,0,1,1,0,0,4,9,1,0,0,1,3,0.0,0.0,1.0,0.0
10227,3,28505,2,29,1,0,0,1,1,4,2,1,0,0,1,1,0.0,0.0,0.0,1.0
10228,0,37755,1,55,1,0,0,0,1,3,2,0,1,0,1,3,0.0,0.0,1.0,0.0
10229,4,8716,2,62,1,0,0,0,1,5,4,1,0,0,1,3,1.0,0.0,0.0,0.0
10230,0,14945,1,59,1,1,1,0,0,2,3,0,0,0,1,1,0.0,0.0,1.0,0.0
10231,5,28987,2,52,1,0,0,0,1,4,3,0,0,1,1,3,0.0,0.0,1.0,0.0
10232,0,53037,2,59,1,0,0,0,1,5,4,0,0,0,1,3,1.0,0.0,0.0,0.0
10233,4,48390,2,62,0,0,1,0,1,2,2,1,0,0,1,3,0.0,0.0,1.0,0.0
10234,3,31362,2,23,1,0,0,1,1,4,1,1,0,0,1,2,0.0,1.0,0.0,0.0
10235,4,18089,2,64,1,1,0,0,0,3,2,0,0,0,1,1,0.0,0.0,1.0,0.0
10236,0,49942,2,57,1,0,0,1,1,3,3,0,0,0,1,1,0.0,0.0,1.0,0.0
10237,7,1196,2,35,1,0,0,0,1,4,6,1,0,0,1,3,0.0,0.0,1.0,0.0
10238,4,36464,1,63,1,0,0,1,1,4,1,0,0,0,1,1,1.0,0.0,0.0,0.0
10239,4,57322,1,60,1,1,0,0,0,3,3,1,0,0,1,3,1.0,0.0,0.0,0.0
10240,5,27471,2,47,0,1,0,0,1,4,5,1,0,0,1,1,0.0,0.0,0.0,1.0
10241,4,51179,2,62,1,0,0,0,1,2,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10242,6,46056,2,67,0,1,0,0,1,4,4,1,0,0,1,3,0.0,0.0,1.0,0.0
10243,6,28551,2,66,1,0,0,0,1,2,3,0,0,0,1,3,1.0,0.0,0.0,0.0
10244,0,30762,2,54,1,1,0,0,0,3,3,1,0,0,3,3,0.0,0.0,1.0,0.0
10245,5,45669,2,53,0,1,0,0,0,3,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10246,0,11240,2,54,0,1,0,0,0,3,5,0,0,0,1,2,0.0,0.0,1.0,0.0
10247,0,41737,2,54,1,0,0,0,0,3,2,0,0,0,1,1,0.0,0.0,0.0,1.0
10248,4,35669,1,64,1,0,0,0,1,4,3,0,0,0,1,3,0.0,0.0,1.0,0.0
10249,3,28936,2,26,0,1,0,0,0,4,5,1,0,1,3,3,0.0,0.0,1.0,0.0
10250,5,4616,2,53,0,1,0,0,1,2,4,1,0,0,1,1,0.0,0.0,1.0,0.0
10251,7,45872,2,36,0,1,0,0,1,4,5,1,0,0,1,3,1.0,0.0,0.0,0.0
10252,2,12495,2,77,1,0,0,0,1,4,2,0,0,0,1,3,1.0,0.0,0.0,0.0
10253,3,19109,2,27,1,1,0,1,1,3,1,0,0,0,3,3,0.0,0.0,0.0,1.0
10254,4,10540,2,65,0,0,1,0,0,5,3,0,0,0,1,3,0.0,0.0,1.0,0.0
10255,1,23941,2,41,0,1,0,0,0,3,6,0,0,0,1,1,0.0,0.0,1.0,0.0
10256,7,1615,2,31,1,0,0,0,1,2,2,0,1,1,1,3,0.0,0.0,1.0,0.0
10257,7,8209,2,35,1,0,0,0,0,2,7,1,0,0,3,3,0.0,0.0,1.0,0.0
10258,1,15408,1,40,0,0,1,0,0,4,7,1,0,1,3,2,0.0,0.0,1.0,0.0
10259,6,42116,3,66,1,0,0,0,1,2,1,0,0,0,1,3,1.0,0.0,0.0,0.0
10260,3,22928,2,29,0,0,1,1,1,5,2,1,0,0,1,2,0.0,0.0,0.0,1.0
10261,4,58043,1,64,1,0,0,1,1,4,1,1,0,0,1,2,1.0,0.0,0.0,0.0
10262,5,5329,2,47,0,0,1,0,0,4,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10263,0,4854,2,54,1,0,0,0,1,4,5,1,0,0,1,3,0.0,0.0,1.0,0.0
10264,3,40005,2,24,1,0,0,0,1,3,2,1,0,0,1,2,0.0,0.0,0.0,1.0
10265,6,41529,2,70,0,0,1,0,1,3,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10266,7,41452,2,38,1,1,0,0,1,2,4,1,0,0,3,1,0.0,0.0,1.0,0.0
10267,0,26242,2,58,1,0,0,0,1,3,2,1,0,0,1,1,1.0,0.0,0.0,0.0
10268,1,14222,1,39,1,0,0,0,1,3,2,0,0,0,1,3,0.0,0.0,0.0,1.0
10269,2,10983,2,74,1,0,0,0,1,3,2,1,0,0,1,1,1.0,0.0,0.0,0.0
10270,6,39294,1,68,1,0,0,0,1,4,2,0,0,0,1,3,1.0,0.0,0.0,0.0
10271,7,50756,2,34,1,0,0,0,1,4,2,1,0,0,1,1,1.0,0.0,0.0,0.0
10272,5,57351,1,47,0,0,1,1,0,5,4,1,0,0,1,1,0.0,0.0,1.0,0.0
10273,6,6019,2,66,0,1,0,0,1,3,2,0,0,0,1,2,1.0,0.0,0.0,0.0
10274,2,13599,1,75,1,0,0,0,1,5,1,0,0,0,1,2,0.0,0.0,1.0,0.0
10275,7,57253,1,35,0,0,1,0,0,5,2,1,0,0,1,2,0.0,0.0,1.0,0.0
10276,4,19520,3,64,1,0,0,0,0,2,1,0,0,0,1,1,0.0,0.0,1.0,0.0
10277,3,46458,2,28,1,1,1,1,1,3,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10278,5,35302,1,52,0,1,1,0,1,2,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10279,5,24387,2,50,0,1,0,1,0,2,3,0,0,0,1,2,0.0,0.0,1.0,0.0
10280,0,35647,1,59,0,0,1,0,1,5,5,0,0,1,1,3,0.0,0.0,1.0,0.0
10281,5,52535,2,51,1,0,0,0,1,3,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10282,5,57781,1,51,1,0,0,0,1,3,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10283,6,8184,2,70,0,0,1,0,1,5,4,0,0,0,1,3,0.0,1.0,0.0,0.0
10284,3,8410,2,22,1,1,0,1,1,4,1,1,0,0,1,1,0.0,0.0,0.0,1.0
10285,7,49025,2,38,0,1,0,0,1,3,3,1,0,0,1,1,0.0,0.0,0.0,1.0
10286,7,55119,1,38,1,1,0,0,0,3,4,0,0,0,2,3,0.0,0.0,1.0,0.0
10287,1,49201,2,45,1,0,0,0,1,4,4,1,0,0,1,3,0.0,0.0,1.0,0.0
10288,1,36005,1,42,0,1,0,0,1,4,4,0,0,0,3,2,0.0,0.0,1.0,0.0
10289,1,30363,2,40,1,1,0,1,0,2,3,1,0,0,1,1,0.0,0.0,1.0,0.0
10290,4,39933,1,60,1,0,0,0,0,5,1,1,0,1,3,1,0.0,0.0,1.0,0.0
10291,4,8912,2,64,1,0,0,0,1,3,2,1,0,0,1,1,1.0,0.0,0.0,0.0
10292,4,8712,2,60,1,0,0,0,1,4,5,0,0,0,3,3,0.0,0.0,1.0,0.0
10293,2,27107,2,74,1,0,0,0,1,5,3,1,0,0,1,2,0.0,0.0,0.0,1.0
10294,1,16425,1,41,1,0,0,0,0,4,3,1,1,0,1,2,0.0,0.0,1.0,0.0
10295,2,29317,2,79,1,0,0,0,0,2,1,1,0,0,1,1,0.0,0.0,1.0,0.0
10296,4,5798,2,62,1,0,0,0,0,5,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10297,4,58298,1,65,1,0,0,0,1,5,2,1,0,0,1,2,0.0,0.0,0.0,1.0
10298,6,19538,3,70,1,0,0,0,0,3,3,0,1,0,1,2,0.0,0.0,1.0,0.0
10299,6,1406,2,67,0,1,0,0,0,5,3,0,0,0,1,3,0.0,0.0,1.0,0.0
10300,6,24709,2,68,1,0,0,0,0,3,2,0,0,0,1,2,0.0,0.0,1.0,0.0
10301,6,44254,2,67,0,0,1,0,1,3,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10302,6,56945,1,67,1,0,0,0,1,5,5,0,0,0,1,3,1.0,0.0,0.0,0.0
10303,6,18620,2,66,0,0,1,1,0,3,4,1,0,0,1,1,1.0,0.0,0.0,0.0
10304,5,8575,2,48,0,1,0,1,1,4,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10305,1,5642,2,41,1,0,0,0,0,4,6,1,0,0,2,2,0.0,0.0,1.0,0.0
10306,5,25401,2,47,1,1,0,0,1,4,2,0,1,0,1,3,0.0,0.0,1.0,0.0
10307,5,27137,2,52,1,1,0,0,1,2,4,1,0,0,1,3,0.0,0.0,1.0,0.0
10308,4,35490,1,63,1,1,0,0,0,2,3,0,0,0,1,2,0.0,0.0,1.0,0.0
10309,3,40146,2,26,0,1,0,0,1,4,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10310,1,29694,2,43,0,1,0,0,0,3,5,1,0,0,1,1,0.0,0.0,1.0,0.0
10311,6,32694,2,66,1,1,0,1,1,2,2,1,0,0,1,3,0.0,1.0,0.0,0.0
10312,4,11379,2,63,1,0,0,0,0,4,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10313,0,14843,1,59,1,0,0,0,1,3,3,1,0,0,1,2,0.0,0.0,1.0,0.0
10314,2,2243,2,80,1,0,0,0,0,4,4,0,0,0,1,3,0.0,0.0,1.0,0.0
10315,7,46612,2,37,1,0,0,0,1,5,5,1,0,0,1,2,0.0,1.0,0.0,0.0
10316,0,38746,1,54,1,0,0,1,1,3,2,0,0,0,1,1,0.0,0.0,1.0,0.0
10317,5,29087,2,50,1,0,0,0,0,5,5,0,0,0,1,1,0.0,0.0,1.0,0.0
10318,0,33876,2,59,0,0,1,0,1,5,4,1,1,0,1,3,0.0,0.0,1.0,0.0
10319,1,4767,2,45,1,0,0,0,0,4,5,0,0,0,1,2,0.0,0.0,1.0,0.0
10320,5,18348,2,50,1,0,0,0,1,3,2,0,0,0,1,1,0.0,0.0,1.0,0.0
10321,7,29422,2,32,1,1,1,1,0,2,2,1,0,0,3,2,0.0,0.0,0.0,1.0
10322,1,11707,2,42,1,0,0,0,1,3,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10323,6,31888,2,66,0,1,0,0,0,3,5,1,0,1,1,3,0.0,0.0,1.0,0.0
10324,1,264,3,44,1,0,0,0,1,3,5,1,0,1,1,1,0.0,0.0,1.0,0.0
10325,7,17581,1,31,1,1,0,1,1,4,5,1,0,0,2,2,0.0,0.0,1.0,0.0
10326,5,20213,3,47,0,1,0,0,0,4,5,1,0,0,1,2,0.0,0.0,1.0,0.0
10327,4,14300,1,65,1,0,0,0,0,2,2,1,0,0,1,3,0.0,0.0,1.0,0.0
10328,4,15157,1,62,1,0,0,1,1,2,1,0,1,0,1,1,0.0,1.0,0.0,0.0
10329,4,36972,1,62,0,0,1,0,0,2,2,1,0,0,1,1,0.0,0.0,0.0,1.0
10330,6,58379,1,70,1,0,0,0,1,3,2,0,0,0,1,1,1.0,0.0,0.0,0.0
10331,4,26684,2,62,0,1,0,0,1,5,4,0,0,0,1,3,1.0,0.0,0.0,0.0
10332,6,16343,1,68,1,1,0,0,1,3,1,1,0,1,1,2,0.0,0.0,1.0,0.0
10333,2,38620,1,80,1,0,0,0,0,5,1,0,1,0,1,1,0.0,0.0,1.0,0.0
10334,5,28007,2,49,1,0,0,0,1,4,5,0,0,0,1,1,0.0,0.0,1.0,0.0
10335,1,16502,1,42,1,1,0,0,0,5,8,1,0,1,3,3,0.0,0.0,1.0,0.0
10336,2,36842,1,78,1,0,0,0,0,3,2,1,1,1,1,2,0.0,0.0,1.0,0.0
10337,0,27806,2,54,0,0,1,0,1,2,4,0,0,0,1,1,0.0,0.0,1.0,0.0
10338,4,5030,2,61,0,0,1,0,1,3,3,1,0,0,1,1,0.0,0.0,1.0,0.0
10339,4,31177,2,60,0,0,1,0,0,3,4,1,0,0,1,2,0.0,0.0,1.0,0.0
10340,1,24024,2,40,1,0,0,0,1,3,3,0,0,0,1,2,0.0,0.0,1.0,0.0
10341,3,4067,2,29,0,1,0,0,1,3,2,1,0,0,1,2,0.0,1.0,0.0,0.0
10342,4,58616,1,63,0,0,1,0,1,2,2,1,1,0,1,2,1.0,0.0,0.0,0.0
10343,7,59631,2,38,1,0,0,0,0,2,2,1,0,0,1,2,1.0,0.0,0.0,0.0
10344,3,44522,2,27,1,0,0,0,1,5,3,0,0,0,1,2,0.0,0.0,0.0,1.0
10345,6,28145,2,68,1,0,0,0,0,3,4,0,0,0,1,2,0.0,0.0,1.0,0.0
10346,4,30692,2,64,1,0,0,0,0,3,4,0,0,0,1,1,0.0,0.0,1.0,0.0
10347,7,33465,2,32,0,0,1,1,1,3,3,1,0,0,1,1,0.0,1.0,0.0,0.0
10348,4,6191,2,60,1,0,0,0,1,3,2,1,0,0,1,2,0.0,0.0,0.0,1.0
10349,7,28962,2,33,1,1,1,0,0,3,5,1,0,0,1,3,0.0,0.0,1.0,0.0
10350,0,51817,2,58,0,0,1,0,1,2,1,1,0,0,1,2,0.0,0.0,0.0,1.0
10351,6,22411,2,69,1,0,0,0,0,4,3,0,1,0,1,2,0.0,0.0,1.0,0.0
10352,4,50442,2,64,1,0,0,0,0,3,4,0,0,1,1,1,0.0,0.0,1.0,0.0
10353,7,202,3,38,1,1,1,0,0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0
10354,1,20927,2,40,0,1,0,1,1,3,2,1,0,0,3,1,0.0,0.0,0.0,1.0
10355,6,9865,2,71,1,0,0,0,1,2,2,0,0,0,3,3,0.0,0.0,1.0,0.0
10356,5,7091,2,51,1,0,0,0,0,3,3,0,0,0,1,2,0.0,0.0,1.0,0.0
10357,6,37046,1,67,1,0,0,0,0,3,2,1,0,0,2,2,0.0,0.0,0.0,1.0
10358,3,21670,2,25,0,1,0,1,1,3,3,0,0,0,1,1,0.0,1.0,0.0,0.0
10359,4,44239,2,61,1,1,1,0,0,3,3,0,0,0,3,2,0.0,0.0,1.0,0.0
10360,3,24928,2,26,0,0,1,0,1,3,2,0,0,0,1,1,0.0,1.0,0.0,0.0
10361,4,26064,2,63,1,1,0,0,1,5,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10362,4,23842,2,64,1,0,0,0,0,2,2,0,0,0,1,3,0.0,0.0,1.0,0.0
10363,6,11762,2,69,0,1,0,0,0,2,3,1,1,1,2,3,0.0,0.0,1.0,0.0
10364,4,30390,2,64,0,1,0,0,1,5,3,0,0,0,1,1,0.0,0.0,1.0,0.0
10365,1,53463,2,43,1,0,0,0,1,2,3,1,0,0,1,2,1.0,0.0,0.0,0.0
10366,7,18157,2,34,1,1,0,1,0,3,4,1,0,0,3,3,0.0,0.0,1.0,0.0
10367,3,53761,2,23,1,1,1,0,0,1,2,0,0,0,1,1,0.0,1.0,0.0,0.0
10368,7,59291,2,34,1,1,0,0,1,5,5,0,0,0,2,3,0.0,0.0,1.0,0.0
10369,1,28912,2,46,0,1,0,0,0,4,7,0,0,0,1,3,0.0,0.0,1.0,0.0
10370,7,15943,1,32,1,1,1,1,1,3,2,1,0,0,2,1,1.0,0.0,0.0,0.0
10371,0,13277,1,56,1,0,0,0,0,4,8,1,0,0,2,3,0.0,0.0,1.0,0.0
10372,3,44576,2,21,0,1,0,0,1,3,2,1,0,1,1,2,0.0,0.0,0.0,1.0
10373,1,28673,2,39,0,1,0,1,0,4,4,1,0,0,1,1,0.0,0.0,1.0,0.0
10374,5,42951,3,48,1,0,0,0,1,5,5,0,0,0,1,3,0.0,0.0,1.0,0.0
10375,4,4485,2,65,1,0,1,0,0,3,9,1,0,0,2,2,0.0,0.0,1.0,0.0
10376,6,33739,2,71,1,0,0,0,0,3,3,1,1,0,1,3,0.0,0.0,1.0,0.0
10377,1,48364,2,45,0,0,1,0,1,3,4,1,0,0,1,2,0.0,1.0,0.0,0.0
10378,4,14352,1,64,1,1,0,0,0,2,4,0,0,0,3,3,0.0,0.0,1.0,0.0
10379,6,32200,2,67,1,0,0,0,0,4,4,1,0,0,1,2,0.0,0.0,1.0,0.0
10380,7,23533,2,38,1,1,0,0,0,4,6,0,1,1,1,3,0.0,0.0,1.0,0.0
10381,1,32512,2,39,1,1,0,1,0,3,3,1,1,0,2,3,0.0,0.0,1.0,0.0
10382,0,34519,2,56,0,1,0,0,1,3,3,1,0,0,1,1,0.0,0.0,0.0,1.0
10383,0,47883,2,55,1,0,0,0,0,3,6,0,0,0,1,3,0.0,0.0,1.0,0.0
10384,0,58933,2,59,1,0,0,0,1,4,3,0,0,0,1,1,1.0,0.0,0.0,0.0
10385,0,45759,2,59,0,1,0,0,1,1,2,1,0,0,1,2,0.0,0.0,1.0,0.0
10386,6,25075,2,69,1,1,0,0,1,3,4,0,0,0,2,2,0.0,0.0,1.0,0.0
10387,3,18601,2,22,1,1,0,1,1,4,1,1,0,0,1,3,0.0,0.0,0.0,1.0
10388,4,51454,2,61,1,0,0,0,1,5,4,1,0,0,1,3,1.0,0.0,0.0,0.0
10389,1,47940,2,42,1,0,0,0,0,2,2,0,0,0,1,2,0.0,0.0,1.0,0.0
10390,0,31601,2,54,1,0,0,0,0,3,6,0,0,0,1,3,0.0,0.0,1.0,0.0
