,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
all,0,0.23944635552,-0.100419169568,-1.13375887554,0.0925795894232,0.239945438596,-0.152739142127,-0.302493886081,-0.268745006879,-0.019065272158,-0.190855999778,-0.308528537489,0.00948467428294,-0.207564583052,-0.331861144918,-0.250133327448,-0.119487733587,-0.396005918004,-0.414218929449,-0.897373361059,0.0469902968648,-0.118230532484,-0.236817460154,0.0933728641531,-0.327085809909,-0.346641333937,-0.556168986367,-0.239013885072,-0.235467135636,-0.128711895237,-0.205545349859,-0.0107201333186,0.0876956666073,-0.228791679008,0.250766321692,-0.0336535498266,0.0962036210001,-0.0954060519943,-0.10351109752,-0.264494725574,-0.371762653728,-0.132908941935,-0.130267974703,0.00129387332321,-0.524581852001,0.200122770909,-0.155677937003
all,1,-0.0747646580843,0.217107239924,0.509074636392,0.0836604425765,-0.461844507584,-0.356882992485,0.00347713067454,0.130475806695,-0.0201894510881,0.110890110071,0.127996464798,-0.00827667805572,0.0546403189322,0.184475354264,-0.0290647908067,0.117175033435,0.0639201966745,0.268262914843,0.969297965157,-0.0145608768238,0.147267645126,0.497088325767,-0.173169305132,0.0271218052144,0.291083128797,0.226023473675,0.149856321626,0.209816561871,0.00938436864644,0.293517175127,0.109437773652,0.0907334215808,0.226118276332,0.310752963639,0.0854641429284,-0.0616146456846,-0.0409968214117,0.125942347319,0.20305591699,0.441539316746,-0.179966067029,0.112062267469,0.110988302625,0.317995799445,-0.151622751308,-0.132901769629
all,2,-0.174189773418,0.0837087960155,0.705382859686,-0.191540796048,-0.127152141955,0.698472431149,0.0502647029713,0.145395263142,0.0808616779994,0.0323182637633,0.123557592431,-0.0725399233078,0.195528598116,0.149062507078,0.423689531745,-0.15966075151,0.301144667709,0.150058388134,0.0772210886908,-0.164644163292,-0.0075869616706,-0.644741182574,0.276711713591,0.364150657515,0.105577120704,0.476914008396,0.219821415126,0.220296816432,0.395418272924,0.121798435338,0.31714596253,-0.200866145391,0.0454818014521,-0.474372993528,0.211858703979,0.0359479037059,-0.0114706954206,0.08951776337,-0.13156525188,0.18174806262,0.113143557761,0.0836830406467,-0.124308557289,0.111459629777,-0.731267536323,0.265556550981
all,3,-0.509901935155,-0.36713667779,1.79190929879,0.0811445022963,0.119385516446,0.247052404816,0.415878316627,0.355884790773,-0.161039887107,0.256477948896,0.604100054015,0.016103222177,0.336967243033,0.26837906508,0.315372196035,0.182422643235,0.606745748686,0.325468196245,-0.677386323928,0.241988548383,0.0359531405603,-0.14695236186,-0.216235666338,0.503937125566,0.187418502021,0.434501985266,0.0858505075127,-0.131875244173,-0.324518342605,-0.370875110164,-0.666948231745,-0.53525164077,0.0663728105276,-0.387672787303,-0.531111871285,-0.179707118564,0.445409519472,-0.162113412313,0.515291302811,-0.485270295218,0.463393500087,0.040467821388,-0.164811952743,0.475643526647,0.543156959422,0.390142991984
0,0,0.330300743326,-0.1012161989,-1.29849675828,-0.0492473403654,0.141235405977,0.417474112635,-0.1542083737,0.0117300920695,0.0481675174606,-0.0278119610407,-0.372662281965,0.0109422634685,-0.299488180961,-0.619441893442,-0.57472595582,-0.0723352699953,-0.0365061331995,-0.242088082597,-0.767289899515,0.380338441122,-0.37575909663,-0.809922625843,-0.352774892376,-0.370330489548,0.113796284514,-0.848012137174,-0.345769379903,-0.192636713384,-0.704509792215,-0.532128313684,0.428311459969,0.470435287556,-0.56757827955,0.53447619685,0.289256805254,0.127972971112,0.501319774984,-0.0203906061292,-1.02294627833,-0.27284434437,-0.0521143071706,0.0332385360989,-0.937507503671,0.497257845308,-1.24044622731,-0.252577760383
0,1,0.0498662996419,0.48416513176,0.375901758838,-0.0732926579486,-0.0452687432193,-0.715715858315,0.0868730985244,-0.253100310002,-0.211043263951,-0.0448675567743,0.138197627511,0.195072400741,-0.0154798403585,0.378908055408,0.312042508876,0.0342486524041,-0.537634367957,-0.34544301817,0.434827285858,-0.0332913976026,0.730693717329,0.653039457746,0.51036319649,0.104791195435,0.31696120091,0.579527462419,0.406031932449,-0.0781600589529,0.568327396995,0.522587206257,-0.675957729785,0.0279712162046,0.304165214259,-0.232651535724,-0.250150352068,-0.298594345872,-0.327636217278,0.0533435061986,0.547456887675,0.561809506127,0.331139975195,-0.323232485294,0.590099497971,-0.00768837080077,0.235302289524,0.157334708416
0,2,-0.660545484233,-0.626204019382,1.19114031313,0.0599228603664,-0.0489881762176,0.267302892424,-0.0744893997589,0.071726143732,0.178945508008,0.286087117631,0.324566652165,-0.441263851439,0.197251014621,0.573038031336,0.305846553849,0.00101571762505,0.297203539216,0.659338904932,0.870461230741,-0.173601791509,-0.305000656186,0.163191848662,-0.243761271881,0.594419642065,-1.10121358693,0.725769590071,-0.201390312131,0.817299479483,-0.229457969011,0.432362871643,0.356123592463,-0.421760979529,0.387033655476,-0.266320775132,0.234978937154,0.169887781394,0.0561425081581,-0.735940308521,-0.549904899156,-0.0937859983015,-0.923484747525,0.467933585519,0.537947330059,-0.690334262976,-0.0916949182219,-0.362343485208
0,3,-1.04021067838,-0.602680722571,1.43728414659,0.0942363902809,-0.151338482311,0.142047536997,0.142309506106,0.59464747038,-0.0808624283843,-0.378432659217,0.560791344875,-0.390335876522,0.937262342827,0.157943829234,0.528153582368,0.0372759567083,0.880309859891,0.52469406105,-0.3276806248,-0.729969786773,0.0190446133728,0.259764249476,0.126044808179,-0.0924030548486,-0.150969888218,-0.120128641488,0.08203121624,-0.0837914204289,0.409905666916,-0.51064260362,-0.00265376755937,-0.300798787546,0.704004715482,-0.0382287150942,-0.479080915331,0.0295897818725,-0.562106387337,0.633065790027,1.30750737931,-0.317908750054,0.561684976838,0.0982087943085,0.634063010658,-0.12008238216,1.4422715969,0.747106791052
1,0,0.254767776091,-0.0691034602324,-1.31704005835,0.102214884162,0.34049697672,-0.341591758259,-0.0888079853385,-0.119131492122,-0.0805508230807,-0.336725923993,-0.554960823626,0.138495286334,-0.383775285911,-0.5936772984,-0.550869705516,-0.125290380242,-0.508162081689,-0.38932685842,-0.722497909673,-0.415720350142,0.198808281712,-0.191578959682,0.627526249583,-0.216200384352,-0.169038822751,0.289428728175,-0.00786794957535,-0.245881173496,0.188666671935,-0.189024865782,0.367103245093,-0.675704993921,-0.226443282121,-0.541876730121,-0.381686739173,0.353323460823,-0.00280354175442,0.0707642930407,-0.0387242076253,-0.588329730453,0.320502036941,-0.22610683868,-0.318128857781,-0.143782823728,-0.388185036253,-0.0264155482083
1,1,-0.210771941943,0.0433671968218,0.551970098985,-0.170449921671,-0.566804321146,-0.100790789628,0.397894162722,-0.0271293459894,0.123470630312,0.230862693253,0.285271134377,-0.118482758552,-0.0327228260658,0.509770080594,0.0873414059106,0.131914823269,0.130771312376,0.29431042771,0.627702284371,0.183591414227,-0.361790153759,0.720076674151,-0.504609082358,-0.270415626197,0.210244228362,-0.50250434255,-0.0600251660738,0.265527623244,-0.11538927699,0.35321248271,-0.414745193322,1.13632479842,0.0515714948908,0.809855620507,0.484227671202,-0.301854141333,-0.66408062598,0.0186203854268,0.359958932272,0.0280042830373,-0.445480057871,0.00033360339594,0.126592657408,-0.116444012304,-0.13007498708,-0.0934869477689
