,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
all,0,0.767226336092,-0.438880211706,-0.0992899896134,0.0159858268899,-0.287022884407,-0.013341624622,-0.124890865606,0.216955637442,-0.212914232211,0.0608004182331,-0.119430768264,-0.178673748701,-0.136679357973,0.13158689542,0.329402772466,0.0733091569203,-0.158453246373,-0.0543452254014,0.173660740373,0.174009293913,-0.150417657544,-0.000706116898779,0.834721917185,0.185034718462,-0.609311403108,-0.0142073684174,-0.236243806929,0.215396407746,0.138238173016,-0.438896359305,0.403342011039,0.00502080729177,-0.166693558619,-0.429029881287,-0.108029457888,0.151299721236,0.232095836708,-0.225371299359,-0.0714350256455,-0.242767594108,-0.0932771478271,-0.363224112099,0.0126258764198,0.113888201095,0.0936219663757,0.29929986596,0.00791785449663,0.00635793031254,-0.361673064904,-0.221869148549,0.296400556202,0.0335950677426,-0.0817970878384,0.0474502957242,0.0437160339833,0.104163239256,-0.036619906507,0.0458887177616,0.0248361475669,-0.261124650581,-0.276639299851,0.0886545057204,-0.206071213317,-0.0611306326034,1.39135172586,0.395362860511,-0.469452920282,0.704259444469,0.425507338443,-0.00768696095851,0.416182429351,-0.476644490207,-0.577132453685,0.0905983651043,0.212429759005,4.01210552128
all,1,-0.533766271006,0.485040560708,0.146392114957,-0.0402247239491,0.175900928814,0.0637086377656,0.00892561446892,-0.283305370977,0.23944730904,-0.0400554993026,0.102674967029,0.221673353806,0.164962902189,-0.158410795765,-0.148105484683,0.0385755007557,0.105016338929,0.116264616758,-0.127102173975,-0.139738554979,0.124580491194,0.00303855741386,-0.594939202727,-0.0841222114992,0.0768369597694,-0.139006362905,0.0737494601975,-0.191234235572,-0.32905482632,-0.00887068856511,-0.407503347678,-0.0079626159021,0.0659794364928,0.239417011963,-0.0323160098817,-0.0950233338225,0.0966486090929,0.147300521944,0.139237765099,0.16538459375,0.087483921897,0.392051635955,-0.0705622294856,0.075686343846,0.0054280788398,-0.247410578234,-0.0499934915673,0.000431249582686,0.391467850714,0.456906050622,-0.0576685100873,-0.0521926071211,-0.100168415442,-0.00372972170368,0.0549261011346,0.0480961324998,-0.114054469091,-0.0399250340761,0.0145180201147,0.247242582795,0.0528986385153,-0.521512240951,-0.0261188811513,0.25164808503,-0.849764092572,-0.42227119997,0.377343570448,-0.702626985091,-0.603610249493,-0.126721325192,-0.689607698911,0.12299724867,0.336498090833,-0.159020198385,-0.0979262255181,-0.301710951088
all,2,-0.694943018724,-0.506275413024,-0.128730971869,0.251113170107,0.300389970928,-0.091668183857,0.476330146411,0.34692507568,-0.0379584902109,-0.163668910576,0.238334352576,-0.351028955328,-0.176495740087,0.00351066566878,-0.661972172352,-0.658911435064,0.197482871859,-0.201976697295,-0.165606744526,0.117153617124,0.0871002449614,-0.152134672541,-0.64960881642,0.0921402110713,0.729828978398,0.176472275974,0.215494445156,-0.122800940716,0.366290408426,0.614791133261,0.115544196969,-0.14429244984,0.251592558209,0.603463170941,0.561361857274,-0.21323442165,-0.589134592868,0.399378514602,-0.129739852219,0.127949772746,-0.223512976206,-0.129364391254,0.302789020513,-0.764252458236,-0.16857935523,-0.226730496641,0.129457073081,0.0356994816932,-0.80944349329,-0.599350716848,-0.532047016599,-0.106440173606,0.460435849708,0.0195492230152,-0.173460964129,-0.38573627876,0.151689353019,0.0441981636475,-0.161397260587,0.373987743267,0.398478480575,0.398992189879,0.253074058725,-0.271720615406,-0.327863213713,-0.517850084478,0.367320182363,-0.181081256889,0.180136126289,-0.299574519631,0.480150258378,0.459278275751,-0.168886065374,0.234676556557,-0.773995212104,-4.87472306726
all,3,-0.448813084958,-0.142667126421,-0.0972923680398,-0.0287426915701,-0.548019264927,-0.756228102473,0.0146618134624,0.142906231254,-1.23914563619,0.452429073269,-0.921511526277,0.0833446655027,-0.0812334667723,0.699381442494,-0.135798021877,0.139059182855,-0.0550377101925,-0.290284653366,0.110248579107,-0.526255635593,-0.428471545851,0.167985915382,-0.080943929278,-0.544619507903,0.566303576402,0.74615600721,0.692854668604,-0.568268684142,0.766867835152,0.523186043282,0.270140707903,0.352163383026,0.632076159524,-0.271402027269,-0.0181881531487,-0.579624950349,-0.0521045089906,0.205532423951,-0.22810697457,-0.0689866903079,0.224479181193,-0.263809249186,-0.10523846297,-0.0113828075096,-0.367865289497,0.605035152601,-0.501805791366,-0.347181845769,0.21250853945,-0.531530828113,-0.0452627912507,0.535992992931,0.0813079102648,-0.280555751927,-0.40605146096,0.0436838799264,0.229824062725,0.20826533432,0.138332594964,-0.473936986981,0.155227115233,1.14675038179,0.423245385517,0.106369812906,-0.187515902554,0.335532012675,0.0162825520814,-0.378235500784,-0.537482007225,-0.10133371177,0.0195552835092,-0.100230622129,-0.0156619380326,-0.297949602525,-1.09978584704,-4.67997924172
0,0,1.25852544528,-0.0120362674295,0.291932393115,-0.224957696501,-0.112453668116,-0.428140862455,0.0330394666652,0.713284924475,-0.343189838806,0.0351014246688,-0.359792867529,-0.171204710376,0.71186760723,0.0083629667273,0.568622502359,0.165536336267,-0.525009418292,-0.263878317533,-0.0559696337775,0.229167506484,-0.289506890926,0.0219010705735,0.54733086298,1.33917931668,-0.521307776508,0.26045446597,0.0885853226188,-0.102097466094,0.940436349854,0.0114672445543,0.21430206018,-0.064107548168,-0.100736386196,-0.301443582007,0.406366231427,-0.594897586653,0.311736228791,0.125517453038,0.389650953837,-0.740918944701,-0.148245511805,0.275238994981,0.194047388659,-0.5093960928,-0.586294685536,0.279487525196,0.244364969453,0.373369335388,-0.568093258225,-0.542106782312,0.423965669599,0.0424930426436,-0.286110910865,0.350039792328,-0.0809498344899,-0.561602800377,0.309693826976,-0.035511307003,0.250110886626,-0.165218939085,-0.727983619681,-0.082977088263,-0.440665648872,0.0808980821559,1.16483264292,0.576618302825,0.101870333929,-0.251577788149,0.925745614541,0.145464712505,0.307407594353,-0.183336249274,-0.267800784963,0.486250951654,0.260898610912,1.89170243472
0,1,-1.05585659312,0.0829477450508,-0.16443947256,0.149358538251,0.110771211699,0.29204473513,-0.125775455128,-0.475919229955,0.473034205856,0.115867184746,0.366848847573,0.258950853793,-1.00718111369,-0.276553331641,-0.60631865753,-0.039824573124,0.236389831127,0.531207511703,0.0840700767193,-0.00422389939546,0.352269560253,0.0193590398603,-0.384489789089,-0.981791503719,0.876643551032,-0.261982719604,-0.108243102729,0.0771708844717,-0.815025832343,0.103638526098,-0.454228908175,0.129726874935,0.352939905579,0.0270233482388,-0.0440113614785,0.649950217124,-0.205496962992,-0.542835947546,-0.171832147809,0.849675514716,0.154214191343,-0.033159737211,0.0335346872314,0.324853617505,0.600507958077,-0.241551461246,-0.23304650803,-0.332721229547,-0.195170737717,0.760198440159,-0.34013058451,-0.150653710246,0.32898768209,0.0375036481093,0.0469294753905,0.557432734296,-0.812722834156,0.0898068805537,-0.425309113556,0.484263326486,0.289853596871,-0.569560201301,-0.181932561178,0.234214352891,-0.842464614109,-0.14667054271,0.403162028338,0.17782680232,-1.1901350866,-0.403151466055,-0.240444582814,0.0982847619431,-0.0424373943354,-0.816279851648,-0.394945235944,-0.112319357212
0,2,-0.315703218906,-0.0966431197326,-0.340197370293,-0.00718416237548,0.193016397573,0.408018404467,0.0661826866349,-0.787848889717,-0.26375091604,-0.19802062239,0.0324805457092,0.0998473174613,0.80171567869,0.801368806295,0.261817038115,-0.312013142332,1.411536168,-1.0003880823,-0.350922342991,-0.395577580043,0.176429827876,-0.212912403664,-1.11848426869,-0.20759158303,-0.332189151604,-0.0462058668977,-0.254138116843,-0.061372483085,0.0834579811564,-0.0406408196423,0.472314788699,-0.0928048961009,-0.224959088328,0.611676117707,-0.488050273231,-0.316836335077,-0.0605600192466,0.679777383803,-0.303552397961,-0.0274723385529,-1.02606118418,-0.0998012879861,-0.409819362374,-0.158980221873,-0.0536177279486,-0.157886026568,0.245919325334,0.0819381313874,-0.336623637619,-0.141191512484,-0.0574666809812,0.508093691375,-0.0332955129052,-0.190603774194,0.0681658187842,-0.179954619854,0.853749283357,0.322654682401,-0.0834367565435,-0.963566978978,1.09809347541,0.829922494354,0.620007657143,0.178313345735,-0.107777417902,-1.24204252531,-0.835666859902,-0.25391380495,0.0121394522892,0.0781807565522,-0.00495823781454,-0.0738018696534,-0.113727463027,0.285393204875,-0.01511943106,-1.85223587726
0,3,-0.0890271773735,-0.268733479734,0.375015515168,-0.391884752782,-0.231493663711,-0.206976351486,0.227391630336,-0.108974555013,-0.394684318218,-0.225288125701,-0.367475864824,-0.188398875191,-0.25950581815,-0.0987881338005,-0.122105089533,-0.231346636932,0.285835941201,-0.598624987768,-0.178312225925,-0.0555276518453,-0.182036077768,-0.0852097419068,0.0716943801012,-0.23766093078,-0.0553691299339,-0.0262228837893,-0.0267661126018,-0.172696822011,-0.13993528382,-0.0203934724568,0.243124967087,-0.40399264667,-0.44360320549,-0.0503534076117,-0.118245831147,-0.0627323856519,-0.0073101723821,-0.0424450098205,-0.100231261993,-0.0156072740143,0.593056679615,-0.217157904844,-0.0818846873403,0.374241482406,-0.0214082248287,-0.053807646795,-0.139790344668,-0.228216216542,0.926664755755,-0.0331570647854,-0.014823366363,0.616062071569,-0.414315626348,-0.809738730188,-0.0653179764876,-0.106612819653,0.259846211899,-0.158726303719,0.517263925832,-0.264549631475,-0.439674794125,1.23113362996,0.760063526666,-0.197225702886,-0.504405878484,-0.496006504682,-0.612239222337,-0.151369354211,-0.209354241467,-0.212292605934,-0.516733085989,-0.495181578442,-0.638250273154,-0.253859945783,-0.830642684607,-1.37414823854
1,0,0.763642093752,-0.182060265802,-0.167625506926,-0.0507768986591,0.0807388614572,0.0727971079824,-0.0777649954567,0.144549154545,0.453759221114,-0.15675712538,0.0696245102634,-0.118913952936,0.0619090840249,0.233192389397,-0.162429582152,-0.0819300903617,-0.00991906405283,-0.0489253329846,-0.367968915349,-0.327072262349,-0.6681975679,-0.329739626043,0.855928358082,0.111098954415,-0.36896265962,-0.00565709446009,-0.281501519742,0.220199788233,0.392533941852,0.225934739979,0.279848283452,0.159612269261,0.318852293943,-0.429846498,-0.465393154803,0.617350787743,-0.799172659589,0.522296229778,0.0219912028499,-0.381193148905,0.0398622721189,-0.927877849895,-0.541097348409,-0.174829433855,0.026869994565,-0.132270724782,0.306673379478,-0.279061400538,-0.804497759491,0.133585562377,-0.0749314832951,-0.092066005703,-0.121950909544,0.232406670763,0.0956654009327,-0.020445803937,-0.0547666522406,0.122176648068,-0.0519877921554,-0.219590826948,-0.391441327555,0.0968004325831,-0.107518466049,-0.118846191067,1.33684158363,0.526926263703,0.389033808784,0.72893604114,0.450259235785,-0.14538258223,0.553318950706,-0.474631985357,0.372341280888,-0.784022380663,0.276823926593,2.16078887244
1,1,-0.678421773621,0.196121956182,0.14747919096,0.0591159419643,-0.211830066572,-0.01455587489,0.0492626928991,-0.113862458963,-0.276882523402,0.110457739901,-0.145371445964,0.164145803659,-0.0446562813675,-0.100385926766,0.223420551517,0.124619981006,0.00547228089119,0.0698788807868,0.201253500454,0.166584928654,0.600930544458,0.417990940884,-0.789239786143,0.0299118854791,-0.720719986295,-0.132285197313,0.317967944297,-0.238544090486,-0.318316287555,-0.0791053083717,-0.346300079516,-0.0930358054913,-0.34775080426,0.453262372819,0.465316784476,-0.815571399681,0.929377360977,-0.473136964399,0.00683455996618,-0.330013280359,-0.00769500222352,0.946521454515,0.260231791244,0.24626758667,0.0836693163976,0.163942301903,-0.526048885439,0.366814655739,0.930631266571,-0.0255823066462,-0.0527748501115,-0.0202801529043,0.0105121639208,-0.217455362454,-0.0805439285447,-0.0111377122048,0.160606493431,-0.162480290861,0.194251955512,0.216833265756,0.159106872242,-0.388365577708,0.125891253947,-0.0343466593327,-1.18102825962,-0.741375224192,-0.344632565709,-0.686400765153,-0.74945001999,0.150252476294,-0.632575425717,0.471963312397,-0.191592290484,0.715027782503,-0.181344509467,-1.19694182377
