ID,Mileage,Age,Drive-City,Drive-Highway,Drive-Rural,First New,Gender,Income,Education,Marital Status,Conquest,Consumer Reports,Knowledgeable,Fuel Grade,Grade
4543,2,25,1,1,0,0,0,3,5,Married,0,0,0,1,2
4544,2,51,0,0,1,0,0,5,5,Married,1,1,0,1,3
4545,2,66,0,0,1,0,0,4,3,Married,1,0,0,1,2
4546,2,47,0,0,1,0,1,1,5,Married,0,0,0,1,3
4547,2,67,0,0,1,0,1,3,4,Married,0,0,0,1,3
4548,2,26,1,0,0,1,1,5,5,Married,1,0,0,1,2
4549,2,43,1,0,0,0,0,3,4,Single/Not Married,0,0,0,1,3
4550,2,40,1,0,0,1,1,4,2,Married,0,0,0,1,1
4551,2,51,0,0,1,0,1,5,2,Divorced/Widowed/Separated,1,0,0,1,1
4552,2,30,1,1,0,1,1,3,2,Single/Not Married,0,0,0,2,2
4553,2,60,0,1,0,0,0,4,4,Married,1,0,0,1,2
4554,2,30,0,1,0,0,0,4,3,Single/Not Married,0,0,0,1,3
4555,2,32,1,0,0,0,1,5,6,Married,0,0,0,1,3
4556,2,52,1,0,0,0,0,4,4,Divorced/Widowed/Separated,1,0,0,1,1
4557,2,41,1,1,1,1,1,4,2,Single/Not Married,0,0,0,3,1
4558,2,26,1,1,1,1,1,4,2,Single/Not Married,0,0,0,1,1
4559,2,70,1,0,0,0,0,5,7,Married,0,0,0,1,2
4560,2,35,1,0,0,0,1,3,2,Single/Not Married,0,0,1,1,1
4561,2,59,0,0,0,0,0,4,3,Divorced/Widowed/Separated,0,0,0,2,2
4562,2,79,1,0,0,0,0,4,3,Married,1,0,0,1,2
4563,2,29,1,0,0,0,1,4,4,Married,0,0,0,1,2
4564,2,62,1,0,0,0,1,3,4,Married,1,0,0,1,2
4565,2,46,0,1,0,0,0,4,5,Divorced/Widowed/Separated,1,0,1,1,3
4566,2,60,1,0,0,0,0,2,4,Married,1,0,0,1,2
4567,2,67,1,1,0,0,0,4,5,Divorced/Widowed/Separated,1,1,0,1,3
4568,2,50,0,1,0,0,1,4,2,Single/Not Married,0,0,0,1,2
4569,2,56,0,1,0,0,1,4,7,Married,0,0,0,3,3
4570,2,38,1,0,0,1,0,3,3,Single/Not Married,1,0,1,1,2
4571,2,48,0,1,0,0,1,4,3,Married,1,0,0,1,2
4572,2,55,0,1,0,0,1,4,2,Divorced/Widowed/Separated,1,0,0,2,1
4573,2,38,1,0,0,0,0,4,5,Married,0,0,0,1,1
4574,2,41,1,0,0,0,1,5,4,Single/Not Married,1,0,0,1,2
4575,2,33,1,1,0,0,0,3,3,Married,0,0,0,1,3
4576,2,60,0,1,0,0,0,4,5,Married,1,0,0,1,2
4577,2,23,1,0,0,1,1,3,2,Single/Not Married,1,0,0,1,1
4578,2,25,1,1,1,0,0,3,2,Single/Not Married,1,0,0,1,3
4579,2,39,0,1,0,0,1,4,2,Single/Not Married,1,0,0,2,2
4580,2,56,1,1,0,0,1,4,3,Married,1,0,0,3,1
4581,2,31,0,1,1,0,0,2,2,Married,0,0,0,1,2
4582,2,79,0,0,1,0,0,3,3,Married,0,0,0,1,2
4583,2,36,0,0,1,0,1,4,5,Married,1,0,0,1,1
4584,2,22,1,0,0,1,0,4,1,Single/Not Married,1,0,0,1,2
4585,2,27,1,1,0,0,1,5,3,Single/Not Married,0,0,0,1,2
4586,2,23,1,1,0,1,1,3,4,Married,0,0,0,1,1
4587,2,69,1,1,1,0,1,4,3,Married,0,0,0,1,2
4588,2,38,1,0,0,0,0,4,3,Married,1,0,0,1,2
4589,2,45,0,1,0,0,0,5,5,Married,1,0,0,2,2
4590,2,71,1,0,0,0,1,5,4,Divorced/Widowed/Separated,1,0,0,1,2
4591,2,68,0,0,1,0,0,5,4,Married,1,0,1,1,3
4592,2,39,1,1,0,0,0,2,2,Married,0,0,0,1,2
4593,2,38,0,1,0,0,1,3,2,Married,0,0,0,2,1
4594,2,52,1,0,0,0,0,3,2,Single/Not Married,1,1,1,1,1
4595,2,48,1,0,0,0,0,2,2,Married,0,0,0,1,1
4596,2,31,1,1,1,0,0,4,6,Married,1,0,0,1,2
4597,2,21,1,1,1,1,1,2,1,Living With Sig Oth/Dom Prtnr,1,0,1,1,3
4598,2,43,1,0,0,1,1,3,2,Single/Not Married,1,1,0,1,1
4599,2,63,1,0,0,0,0,3,2,Married,0,0,1,1,3
4600,2,25,0,1,1,1,0,4,3,Single/Not Married,1,0,0,1,1
4601,2,71,1,0,0,0,0,5,3,Married,1,0,0,1,3
4602,2,58,0,1,0,0,0,4,3,Married,1,0,0,1,3
4603,2,34,0,1,1,0,1,5,5,Married,0,0,0,1,3
4604,2,53,0,1,0,0,0,5,3,Single/Not Married,0,0,0,1,3
4605,2,65,1,0,0,0,0,4,7,Married,0,0,0,2,1
4606,2,58,1,1,0,0,0,5,5,Married,0,0,0,1,1
4607,2,37,1,1,0,0,0,4,5,Married,1,0,1,1,2
4608,2,60,1,0,0,0,0,5,5,Married,0,0,0,1,2
4609,2,41,1,1,0,0,1,2,1,Married,0,0,0,1,1
4610,2,51,1,0,0,0,1,1,3,Married,1,1,0,1,2
4611,2,61,0,0,1,0,1,3,2,Married,0,0,0,1,1
4612,2,24,1,1,0,1,1,3,1,Divorced/Widowed/Separated,0,0,0,1,1
4613,2,60,1,0,0,0,0,3,5,Married,1,0,0,1,1
4614,2,42,0,1,0,0,1,5,3,Divorced/Widowed/Separated,1,0,0,1,3
4615,2,28,0,1,0,0,1,5,3,Single/Not Married,0,0,0,1,3
4616,2,53,0,1,0,0,1,2,4,Married,1,0,0,1,1
4617,2,35,0,0,1,0,1,5,4,Single/Not Married,0,0,0,1,2
4618,2,69,1,0,0,0,1,4,3,Living With Sig Oth/Dom Prtnr,0,0,0,1,2
4619,2,32,0,1,0,1,0,2,5,Married,1,0,1,3,3
4620,2,27,0,0,1,0,1,4,1,Single/Not Married,1,0,0,1,1
4621,2,75,1,0,0,0,0,3,4,Married,0,0,0,1,3
4622,2,50,0,0,1,0,0,3,9,Married,1,0,0,1,3
4623,2,55,1,0,0,1,0,3,5,Married,1,1,1,2,2
4624,2,38,0,1,1,0,1,3,5,Married,0,0,0,3,3
4625,2,36,0,0,1,0,1,2,3,Single/Not Married,0,0,0,1,1
4626,2,44,0,1,0,0,1,4,3,Married,0,0,0,1,1
4627,2,29,1,0,0,0,1,3,1,Single/Not Married,1,0,0,1,1
4628,2,26,1,1,0,0,0,3,2,Single/Not Married,0,0,0,1,1
4629,2,36,0,1,0,1,1,4,2,Divorced/Widowed/Separated,1,0,0,1,3
4630,2,43,1,1,1,0,1,4,3,Married,1,0,1,1,2
4631,2,45,0,0,1,0,0,2,3,Married,1,1,1,1,3
4632,2,47,1,0,0,0,0,5,3,Married,1,0,0,2,2
4633,2,57,1,0,0,0,1,4,3,Married,0,0,0,1,3
4634,2,42,0,0,1,0,1,3,3,Married,1,0,0,1,1
4635,2,63,0,1,1,0,0,4,4,Married,0,1,0,1,2
4636,2,61,0,0,1,0,0,4,2,Married,1,0,1,1,1
4637,2,35,1,0,0,1,1,2,2,Single/Not Married,1,0,0,1,2
4638,2,43,1,0,0,0,1,4,2,Married,0,0,0,1,3
4639,2,50,0,1,0,0,0,3,6,Married,1,0,0,1,3
4640,2,31,1,0,0,0,0,3,3,Married,0,0,0,1,2
4641,2,61,0,1,0,0,1,5,7,Married,1,1,0,1,3
4642,2,58,1,0,0,0,0,5,6,Married,1,0,0,1,2
4643,2,58,0,0,1,0,1,4,3,Married,1,0,0,1,2
4644,2,52,0,1,0,0,1,3,4,Married,0,0,1,1,3
4645,2,24,1,0,0,1,0,2,3,Married,1,0,0,2,1
4646,2,62,1,0,0,0,0,4,3,Married,1,0,0,1,2
4647,2,69,1,1,1,0,0,4,5,Married,1,1,0,1,3
4648,2,38,1,0,0,0,1,2,2,Married,1,0,0,2,3
4649,2,33,0,1,0,0,1,4,4,Married,0,0,0,1,1
4650,2,31,0,1,0,0,1,4,2,Single/Not Married,1,0,0,2,3
4651,2,39,0,1,0,0,0,3,5,Married,0,0,0,1,3
4652,2,62,1,1,0,1,0,3,2,Married,1,0,0,1,2
4653,2,23,0,1,0,1,0,1,2,Living With Sig Oth/Dom Prtnr,0,0,0,1,3
4654,2,70,0,1,0,0,1,2,2,Married,0,0,0,1,2
4655,2,49,1,0,0,0,1,4,3,Married,0,0,0,1,1
4656,2,36,1,1,0,0,1,4,9,Married,0,0,0,2,2
4657,2,61,0,1,0,0,0,1,4,Married,1,0,0,1,2
4658,2,46,1,1,0,0,0,3,4,Married,1,0,0,1,3
4659,2,33,1,0,1,1,1,5,3,Married,0,0,0,1,1
4660,2,51,0,1,0,1,1,3,2,Single/Not Married,1,0,0,2,2
4661,2,48,1,0,0,0,1,4,2,Divorced/Widowed/Separated,1,0,0,1,2
4662,2,56,0,1,0,0,1,4,6,Married,1,0,0,1,2
4663,2,29,0,1,0,0,0,4,3,Single/Not Married,0,0,0,1,3
4664,2,73,0,0,1,0,0,3,6,Married,0,0,0,1,3
4665,2,39,0,0,1,0,0,4,4,Divorced/Widowed/Separated,1,0,0,2,3
4666,2,54,0,1,0,1,1,4,3,Married,1,0,0,1,2
4667,2,53,0,1,0,0,0,4,6,Married,0,0,0,1,2
4668,2,51,0,0,1,0,0,4,3,Married,1,0,0,1,2
4669,2,72,0,1,0,0,0,3,4,Married,1,0,0,1,1
4670,2,59,1,0,0,1,0,3,2,Divorced/Widowed/Separated,1,0,0,1,1
4671,2,49,0,1,0,0,1,3,2,Married,0,0,0,1,3
4672,2,53,0,0,1,1,0,5,4,Married,1,0,0,1,2
4673,2,53,1,0,0,0,1,2,3,Single/Not Married,0,0,0,1,3
4674,2,44,0,0,1,0,0,5,4,Married,0,0,0,1,2
4675,2,32,1,0,0,0,1,4,3,Married,1,0,0,1,3
4676,2,33,1,1,1,0,1,4,5,Married,1,0,0,3,3
4677,2,58,1,0,0,0,1,3,3,Married,0,0,0,1,1
4678,2,46,0,1,0,0,1,4,6,Single/Not Married,0,0,0,2,2
4679,2,26,1,0,0,1,1,4,1,Single/Not Married,0,0,1,1,3
4680,2,43,1,1,0,1,1,5,1,Married,1,0,1,2,1
4681,2,36,0,1,0,0,1,5,7,Married,0,0,0,1,3
4682,2,62,0,1,0,0,1,5,5,Married,0,0,0,1,3
4683,2,41,0,1,0,1,1,4,6,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4684,2,52,0,1,0,0,1,5,5,Married,0,0,0,1,3
4685,2,63,1,1,0,0,0,3,3,Married,1,1,0,1,3
4686,2,28,1,1,0,0,1,4,3,Married,1,0,0,2,1
4687,2,39,1,0,0,0,1,3,3,Married,1,0,0,3,3
4688,2,51,0,1,0,0,1,3,3,Married,0,0,0,2,2
4689,2,49,1,0,0,0,0,2,5,Married,1,0,0,2,3
4690,2,24,1,1,1,0,0,3,2,Single/Not Married,1,0,0,1,1
4691,2,25,0,1,0,1,1,3,3,Married,1,0,1,3,3
4692,2,49,0,0,1,0,0,5,5,Divorced/Widowed/Separated,0,0,0,1,2
4693,2,45,0,1,0,1,0,5,5,Married,0,0,0,1,3
4694,2,50,0,0,1,1,1,5,3,Married,0,0,0,1,1
4695,2,37,1,1,0,0,0,4,3,Single/Not Married,0,0,0,1,3
4696,2,67,1,0,0,0,0,3,8,Married,0,1,0,1,3
4697,2,29,1,0,0,1,0,4,2,Single/Not Married,1,0,0,1,3
4698,2,33,1,1,0,0,1,3,2,Married,0,0,0,1,1
4699,2,53,1,1,0,0,1,2,4,Married,0,0,0,1,1
4700,2,60,1,1,0,0,1,3,2,Divorced/Widowed/Separated,0,0,0,1,3
4701,2,51,0,0,1,0,1,4,4,Married,0,0,0,1,2
4702,2,18,0,0,1,0,1,3,4,Single/Not Married,1,0,0,1,3
4703,2,21,0,1,0,0,1,2,2,Married,0,0,0,1,1
4704,2,19,1,0,0,1,1,2,1,Single/Not Married,1,0,0,1,1
4705,2,67,1,1,0,1,1,3,2,Divorced/Widowed/Separated,1,0,0,1,3
4706,2,54,1,0,0,0,0,4,5,Married,1,0,1,2,3
4707,2,57,1,0,0,0,1,4,3,Married,0,0,0,1,2
4708,2,43,1,0,0,1,1,2,2,Married,1,0,0,1,3
4709,2,46,0,0,1,0,1,3,5,Married,0,0,1,3,2
4710,2,33,0,0,1,0,0,4,6,Married,0,0,0,1,2
4711,2,56,1,1,0,0,0,3,2,Married,0,0,0,1,3
4712,2,40,1,0,0,0,1,5,6,Married,0,0,0,2,3
4713,2,63,0,1,0,0,0,5,5,Married,0,0,0,1,2
4714,2,41,1,0,0,0,0,3,5,Married,0,0,0,3,3
4715,2,64,1,0,0,0,0,3,4,Married,1,0,0,1,2
4716,2,31,1,0,0,1,1,4,3,Single/Not Married,1,0,1,1,1
4717,2,57,0,1,0,0,0,3,3,Divorced/Widowed/Separated,0,0,0,2,2
4718,2,38,1,0,1,0,1,3,5,Married,1,0,0,1,3
4719,2,53,1,0,0,0,0,3,4,Married,1,0,0,2,3
4720,2,64,1,0,0,1,0,2,1,Divorced/Widowed/Separated,1,0,0,1,3
4721,2,43,1,0,0,0,0,5,7,Married,0,0,0,1,3
4722,2,43,0,1,0,0,0,5,6,Married,1,0,0,2,2
4723,2,44,1,0,0,0,1,4,3,Single/Not Married,1,0,0,1,1
4724,2,44,0,1,0,0,1,3,2,Living With Sig Oth/Dom Prtnr,0,0,0,1,2
4725,2,54,1,0,0,0,1,4,4,Divorced/Widowed/Separated,0,0,0,2,1
4726,2,73,0,1,0,0,1,5,4,Divorced/Widowed/Separated,0,0,0,1,2
4727,2,30,1,0,0,0,0,3,2,Living With Sig Oth/Dom Prtnr,0,0,0,1,1
4728,2,84,1,0,0,0,0,2,3,Married,1,0,0,1,3
4729,2,39,0,1,0,0,0,4,7,Married,1,0,0,1,2
4730,2,31,0,0,1,1,1,2,2,Married,1,0,0,1,1
4731,2,42,0,0,1,0,1,5,3,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4732,2,25,0,0,1,0,0,4,2,Single/Not Married,0,0,0,1,2
4733,2,48,0,0,1,0,1,2,5,Married,0,1,0,1,2
4734,2,45,0,1,0,0,1,4,6,Married,0,0,0,1,2
4735,2,31,0,1,1,0,1,3,1,Single/Not Married,1,0,1,1,1
4736,2,39,1,0,0,0,0,4,3,Married,0,0,1,1,3
4737,2,57,1,1,0,0,1,4,3,Divorced/Widowed/Separated,0,0,0,1,1
4738,2,58,0,0,1,0,1,3,5,Married,1,0,0,1,3
4739,2,30,1,0,0,0,1,5,3,Single/Not Married,0,0,0,2,1
4740,2,56,1,0,0,0,0,2,2,Single/Not Married,0,0,1,2,2
4741,2,21,1,1,1,1,1,3,1,Living With Sig Oth/Dom Prtnr,1,0,1,1,1
4742,2,68,1,0,0,0,1,3,3,Living With Sig Oth/Dom Prtnr,1,0,0,1,3
4743,2,29,0,1,1,1,0,5,2,Married,1,0,0,1,2
4744,2,24,1,0,0,0,1,3,3,Divorced/Widowed/Separated,0,1,0,1,1
4745,2,42,0,1,1,0,0,5,3,Married,1,0,0,1,2
4746,2,26,1,0,0,1,1,5,3,Married,1,0,0,1,1
4747,2,26,1,0,0,0,0,2,3,Married,1,0,0,3,2
4748,2,54,1,0,0,0,1,3,4,Divorced/Widowed/Separated,1,0,0,1,3
4749,2,32,0,1,0,0,0,3,3,Single/Not Married,1,0,0,1,3
4750,2,82,1,1,0,0,0,2,2,Divorced/Widowed/Separated,0,0,0,1,2
4751,2,44,0,1,0,0,0,4,5,Married,1,0,1,1,3
4752,2,69,0,0,1,0,0,3,2,Married,1,0,0,3,3
4753,2,51,0,1,1,0,0,5,5,Married,0,0,0,1,1
4754,2,59,0,0,1,0,1,2,4,Married,1,1,0,1,3
4755,2,64,0,1,0,0,0,3,3,Married,0,1,1,1,2
4756,2,67,0,1,0,0,0,2,3,Married,1,0,0,1,2
4757,2,57,1,0,0,0,0,3,3,Married,1,0,0,3,2
4758,2,25,1,1,1,0,1,5,4,Married,1,0,0,1,3
4759,2,59,1,0,0,0,0,4,5,Married,1,0,0,3,2
4760,2,23,1,1,1,1,0,4,2,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4761,2,44,1,1,0,0,0,4,4,Married,0,0,0,1,1
4762,2,55,0,0,1,0,0,2,4,Married,1,0,0,1,3
4763,2,38,1,1,0,0,0,4,4,Married,0,0,0,1,2
4764,2,46,1,1,0,0,1,4,3,Married,0,0,0,2,2
4765,2,27,1,1,0,0,0,2,2,Single/Not Married,0,0,0,1,3
4766,2,58,0,1,0,0,1,3,5,Married,1,0,0,1,3
4767,2,45,1,0,0,0,0,4,5,Married,0,0,0,1,2
4768,2,37,0,1,0,0,0,4,3,Single/Not Married,0,0,0,2,3
4769,2,29,0,1,0,0,1,4,5,Living With Sig Oth/Dom Prtnr,0,0,0,1,2
4770,2,69,1,1,0,0,1,2,2,Married,1,0,0,1,2
4771,2,55,0,1,0,0,0,2,5,Married,0,0,0,1,2
4772,2,51,0,0,1,0,1,3,4,Single/Not Married,0,1,0,2,3
4773,2,52,1,1,0,1,0,3,4,Married,0,0,1,1,3
4774,2,42,0,1,1,0,0,4,6,Married,1,0,0,1,1
4775,2,60,0,0,1,0,0,5,5,Married,1,0,0,1,3
4776,2,40,1,0,0,0,1,5,3,Married,1,0,0,1,1
4777,2,41,0,0,1,0,1,4,4,Married,0,0,0,3,3
4778,2,57,1,1,0,0,1,4,4,Single/Not Married,0,0,0,1,2
4779,2,58,0,0,1,0,1,3,2,Single/Not Married,0,0,0,1,2
4780,2,54,0,1,1,0,1,4,6,Married,0,0,0,1,2
4781,2,33,0,0,1,0,0,5,6,Living With Sig Oth/Dom Prtnr,1,0,0,1,3
4782,2,21,0,1,0,1,1,3,2,Single/Not Married,1,0,0,1,1
4783,2,35,0,1,0,1,0,2,4,Living With Sig Oth/Dom Prtnr,1,0,0,1,1
4784,2,32,1,0,0,1,0,4,5,Married,1,0,0,1,3
4785,2,46,0,1,0,0,1,4,4,Married,1,0,0,1,2
4786,2,42,1,0,0,0,1,2,3,Married,0,0,0,1,3
4787,2,55,0,0,1,0,0,3,5,Married,0,0,0,1,3
4788,2,21,0,0,1,1,1,5,3,Single/Not Married,0,0,1,1,2
4789,2,23,1,1,0,1,1,5,1,Single/Not Married,1,0,0,1,1
4790,2,50,1,0,0,0,1,3,5,Married,0,0,0,1,2
4791,2,58,0,1,0,0,0,4,5,Divorced/Widowed/Separated,0,0,0,1,2
4792,2,54,1,1,0,1,1,3,5,Married,1,0,0,1,3
4793,2,53,1,0,0,0,0,2,4,Married,1,0,0,1,1
4794,2,55,1,1,0,0,1,4,2,Divorced/Widowed/Separated,0,0,0,1,2
4795,2,44,1,1,0,0,0,2,2,Married,1,0,0,1,3
4796,2,19,1,0,0,1,1,2,1,Single/Not Married,1,0,0,1,1
4797,2,55,1,0,1,0,0,4,3,Married,0,0,0,1,2
4798,2,69,0,0,1,0,0,5,5,Married,0,0,0,1,2
4799,2,31,1,1,0,1,0,2,3,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4800,2,25,1,1,1,0,1,4,2,Single/Not Married,0,0,0,1,2
4801,2,51,1,0,0,0,0,2,2,Married,0,0,0,1,3
4802,2,52,1,0,0,0,0,4,6,Married,1,0,0,1,3
4803,2,70,1,0,0,0,1,2,2,Single/Not Married,0,0,0,1,1
4804,2,64,0,1,0,0,0,2,4,Married,1,0,0,3,2
4805,2,25,0,1,0,1,0,4,5,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4806,2,71,0,0,1,0,0,3,4,Married,1,0,0,1,2
4807,2,39,0,0,1,1,1,5,3,Single/Not Married,1,1,0,1,2
4808,2,27,1,0,0,0,0,2,2,Divorced/Widowed/Separated,0,0,1,1,2
4809,2,22,0,0,1,1,1,3,2,Living With Sig Oth/Dom Prtnr,1,0,0,1,1
4810,2,68,0,1,0,0,0,5,6,Married,0,0,0,1,2
4811,2,56,0,0,1,0,1,5,5,Married,1,0,0,1,1
4812,2,65,0,0,1,0,1,2,2,Married,1,0,1,1,2
4813,2,44,1,1,0,0,1,3,2,Married,1,0,0,1,3
4814,2,52,1,1,0,0,1,3,3,Divorced/Widowed/Separated,1,0,0,1,1
4815,2,42,1,0,0,0,0,5,5,Married,0,0,0,1,2
4816,2,43,1,0,0,0,1,3,3,Single/Not Married,1,0,1,2,3
4817,2,35,1,1,0,1,0,5,3,Married,1,0,1,3,2
4818,2,64,0,1,0,0,1,4,4,Single/Not Married,0,0,0,1,2
4819,2,72,1,0,0,0,1,4,4,Married,0,0,0,3,3
4820,2,37,0,1,0,0,1,4,2,Single/Not Married,0,0,1,3,1
4821,2,37,1,1,0,0,1,2,2,Living With Sig Oth/Dom Prtnr,0,0,1,1,3
4822,2,55,1,1,0,0,1,4,3,Divorced/Widowed/Separated,1,0,0,2,1
4823,2,37,1,0,0,1,1,2,2,Divorced/Widowed/Separated,0,0,0,1,3
4824,2,44,1,0,0,0,1,3,2,Single/Not Married,0,0,0,1,1
4825,2,24,1,0,0,1,0,3,2,Single/Not Married,1,0,0,2,1
4826,2,61,0,1,0,0,0,5,6,Married,1,1,1,1,3
4827,2,25,1,1,0,1,1,4,1,Single/Not Married,1,0,0,1,1
4828,2,60,0,1,1,0,0,3,4,Married,0,0,0,1,2
4829,2,54,0,1,1,0,1,4,2,Married,0,0,0,1,2
4830,2,56,1,1,0,0,0,3,5,Living With Sig Oth/Dom Prtnr,1,0,0,1,1
4831,2,40,0,1,0,1,0,2,3,Single/Not Married,0,0,0,1,3
4832,2,39,1,1,0,0,0,4,3,Married,0,0,0,1,3
4833,2,52,0,0,1,0,1,3,1,Single/Not Married,0,0,0,1,2
4834,2,61,0,0,1,0,0,5,4,Single/Not Married,1,0,0,1,1
4835,2,52,1,0,0,0,0,5,4,Married,1,0,0,1,1
4836,2,29,0,1,0,0,0,4,3,Married,1,0,0,1,1
4837,2,38,1,1,0,0,1,4,3,Divorced/Widowed/Separated,1,0,0,2,3
4838,2,23,1,0,0,0,1,3,3,Married,0,1,0,1,2
4839,2,35,1,1,0,1,0,3,5,Married,1,0,0,1,1
4840,2,72,1,0,0,0,1,4,2,Divorced/Widowed/Separated,0,0,0,1,2
4841,2,61,1,0,0,0,1,4,5,Single/Not Married,0,0,0,1,3
4842,2,64,1,1,0,0,0,2,1,Married,1,1,0,1,2
4843,2,45,1,0,0,0,1,4,2,Single/Not Married,1,0,0,3,2
4844,2,52,0,1,0,0,1,4,3,Divorced/Widowed/Separated,1,0,0,1,1
4845,2,49,0,1,1,0,1,5,5,Married,1,0,0,1,3
4846,2,54,1,0,0,0,0,4,7,Married,0,0,1,1,3
4847,2,40,1,1,0,0,0,3,3,Married,0,0,0,1,1
4848,2,64,1,0,0,0,0,4,5,Married,1,0,0,1,2
4849,2,44,0,0,1,0,0,5,3,Single/Not Married,0,0,0,1,2
4850,2,58,1,0,0,0,1,5,4,Married,0,0,0,1,2
4851,2,66,1,0,0,0,1,4,4,Divorced/Widowed/Separated,0,0,0,1,2
4852,2,55,1,0,0,0,0,3,2,Married,1,0,0,1,3
4853,2,33,1,0,0,1,1,4,2,Single/Not Married,0,0,0,2,1
4854,2,54,1,0,0,0,1,4,5,Married,1,0,0,1,3
4855,2,40,1,0,0,1,1,3,1,Divorced/Widowed/Separated,1,0,0,1,1
4856,2,26,0,1,0,0,1,3,1,Single/Not Married,0,0,0,1,1
4857,2,58,1,0,0,0,0,5,5,Married,1,1,0,1,2
4858,2,50,0,1,0,0,0,3,2,Married,0,0,0,1,1
4859,2,65,0,1,0,0,1,4,2,Divorced/Widowed/Separated,0,0,0,1,3
4860,2,38,1,1,0,0,1,3,4,Married,0,0,0,2,2
4861,2,35,1,1,0,0,0,3,5,Married,1,0,0,3,3
4862,2,38,1,1,0,0,0,5,4,Married,0,0,0,3,1
4863,2,45,1,0,0,0,1,3,2,Married,1,1,0,1,3
4864,2,38,0,1,0,0,1,5,6,Married,0,0,0,1,3
4865,2,40,0,0,1,0,1,2,4,Married,1,0,0,1,2
4866,2,29,0,1,0,0,0,4,4,Married,1,0,1,1,2
4867,2,49,1,0,0,0,1,5,5,Single/Not Married,1,0,0,2,3
4868,2,63,1,1,1,0,1,5,5,Married,1,0,0,1,3
4869,2,67,1,1,0,0,0,4,3,Married,0,0,0,1,3
4870,2,48,1,0,0,0,0,5,6,Married,1,0,0,1,3
4871,2,34,1,0,0,0,0,3,2,Single/Not Married,1,1,1,1,3
4872,2,53,1,0,0,0,0,4,3,Married,1,0,0,2,1
4873,2,70,1,1,0,0,0,2,3,Married,0,1,0,1,1
4874,2,59,0,1,0,0,1,3,8,Married,1,0,0,3,3
4875,2,57,0,0,1,1,1,3,2,Married,1,0,0,1,3
4876,2,38,1,0,0,0,0,4,3,Married,1,0,0,1,2
4877,2,69,1,0,0,0,0,5,5,Married,1,0,0,2,3
4878,2,69,0,0,1,0,0,5,5,Married,1,0,0,1,2
4879,2,69,1,0,0,0,0,2,2,Married,1,0,1,1,2
4880,2,67,1,0,0,0,0,4,3,Married,0,0,0,1,2
4881,2,40,1,1,0,0,0,5,5,Married,0,0,0,1,2
4882,2,43,0,1,0,0,1,4,3,Married,1,0,0,1,2
4883,2,33,0,1,1,0,1,4,4,Married,1,0,0,1,1
4884,2,34,1,0,0,1,1,4,2,Single/Not Married,1,0,1,1,2
4885,2,62,1,0,0,0,1,4,4,Divorced/Widowed/Separated,0,0,0,1,3
4886,2,60,1,1,0,1,0,3,2,Divorced/Widowed/Separated,1,0,0,1,1
4887,2,57,1,0,0,0,0,3,5,Married,0,0,0,1,2
4888,2,54,1,0,0,1,0,5,6,Living With Sig Oth/Dom Prtnr,0,0,0,3,2
4889,2,26,1,1,0,0,0,2,2,Single/Not Married,1,1,0,1,3
4890,2,32,1,0,0,1,0,4,5,Single/Not Married,1,0,1,1,3
4891,2,26,1,1,1,1,0,3,2,Single/Not Married,1,0,0,1,2
4892,2,51,1,1,0,0,0,4,3,Married,1,0,0,2,1
4893,2,26,0,1,0,0,1,3,2,Single/Not Married,1,0,1,2,1
4894,2,31,0,1,0,1,1,3,2,Married,0,0,0,1,3
4895,2,33,1,0,0,1,0,3,3,Married,1,0,0,1,1
4896,2,27,1,1,0,0,1,5,5,Single/Not Married,0,0,0,1,2
4897,2,54,1,1,1,0,0,2,2,Married,1,0,0,1,1
4898,2,60,0,1,1,1,1,2,2,Living With Sig Oth/Dom Prtnr,1,0,0,1,2
4899,2,50,0,1,0,1,0,3,2,Single/Not Married,0,0,0,1,2
4900,2,74,0,1,0,0,1,2,2,Married,1,0,0,1,2
4901,2,58,0,1,0,0,0,4,7,Married,1,0,0,1,3
4902,2,49,1,0,0,0,1,5,3,Divorced/Widowed/Separated,1,0,0,1,2
4903,2,55,1,0,0,0,0,4,3,Married,0,0,0,1,3
4904,2,65,0,0,1,0,0,2,3,Married,1,0,1,1,2
4905,2,32,1,1,0,0,1,4,4,Married,1,0,0,1,2
4906,2,31,0,1,1,1,1,2,2,Single/Not Married,1,0,0,3,1
4907,2,51,1,0,0,0,1,4,3,Single/Not Married,0,0,0,1,2
4908,2,51,0,0,1,0,1,3,2,Married,0,0,0,2,2
4909,2,58,0,1,1,0,1,3,3,Married,0,0,0,1,3
4910,2,72,1,0,0,0,0,5,5,Married,1,1,0,1,3
4911,2,55,0,1,0,0,0,3,2,Married,1,0,0,1,1
4912,2,65,1,0,0,0,1,3,2,Divorced/Widowed/Separated,0,0,0,1,1
4913,2,67,0,0,1,0,0,1,2,Married,1,0,0,1,2
4914,2,58,1,0,1,1,1,4,3,Married,1,0,0,1,2
4915,2,48,0,1,0,0,1,4,5,Married,0,0,0,1,3
4916,2,68,1,0,0,0,1,2,2,Divorced/Widowed/Separated,1,0,0,1,2
