ID,Year,Make,MakeSeries,Segment,4Region,9Region,Cluster,YNV_GLB_16,Not Consider Other Makes,Not Consider Other Segments,OVC_US_2C1_1,OVC_US_2C1_2,OVC_US_2C1_3,OVC_US_2C1_4,OVC_US_2C1_5,OVC_US_2C1_6,OVC_US_2C1_7,OVC_US_2C1_8,OVC_US_2C1_9,OVC_US_2C1_10,OVC_US_2C1_11,OVC_US_2C1_12,OVC_US_2C1_13,OVC_US_2C1_14,OVC_US_2C1_15,OVC_US_2C1_16,OVC_US_2C1_17,OVC_US_2C1_18,OVC_US_2C1_19,OVC_US_2C1_20,Cus_BrandExp,Advertising,Audio,Bluetooth,Camera,Comfort,Dealer,Disappointed,DQR,Economy,Engine,Exterior,Features,Handling,Heated Seats / Strg,Interior,Maintenance,Navigation,Performance,Price,Quietness,Ride,Roominess,Safety,Seats,Styling,Transmission,Trunk,Wheel,Had Exterior Problem,Had DEXP Problem,Had FCD Problem,Had AEN Problem,Had Seat Problem,Had HVAC Problem,Had INT Problem,Had ENG Problem,Had Problem,Had Severe Problem,Had Very Severe Problem,Taken to Dealer,Problem Fixed,APEAL_Index,EXT_Index,INT_Index,SS_Index,AEN_Index,Seats_Index,HVAC_Index,DD_Index,ENGTRN_Index,VDS_Index,FUEL_Index,APEAL_OSAT
2376563X,2016,Toyota,Toyota RAV4,Compact SUV,,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
24534752,2016,GMC,GMC Terrain,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2453897G,2016,GMC,GMC Terrain,Compact SUV,,,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
245396AB,2016,GMC,GMC Terrain,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
24539A8S,2016,GMC,GMC Terrain,Compact SUV,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
25BB424F,2016,Nissan,Nissan Rogue,Compact SUV,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2363627G,2016,Mitsubishi,Mitsubishi Outlander,Compact SUV,,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2366545A,2016,Nissan,Nissan Rogue,Compact SUV,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2368396Q,2016,Subaru,Subaru Forester,Compact SUV,,,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2368773T,2016,Subaru,Subaru Forester,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23639B5X,2016,Mitsubishi,Mitsubishi Outlander,Compact SUV,,,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2442439G,2016,Ford,Ford Escape,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
244253B6,2016,Ford,Ford Escape,Compact SUV,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
232346B4,2016,Honda,Honda CR-V,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
242424A7,2016,Chevrolet,Chevrolet Equinox,Compact SUV,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2424595M,2016,Chevrolet,Chevrolet Equinox,Compact SUV,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
24246A3V,2016,Chevrolet,Chevrolet Equinox,Compact SUV,,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2424935M,2016,Chevrolet,Chevrolet Equinox,Compact SUV,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
233494BR,2016,Jeep,Jeep Wrangler,Compact SUV,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2335543G,2016,Jeep,Jeep Wrangler,Compact SUV,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23363847,2016,Jeep,Jeep Cherokee,Compact SUV,,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2336B22H,2016,Jeep,Jeep Cherokee,Compact SUV,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23235BBK,2016,Honda,Honda CR-V,Compact SUV,,,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2264832Q,2016,Mazda,Mazda CX-5,Compact SUV,,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2264A57X,2016,Jeep,Jeep Wrangler,Compact SUV,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
226532A3,2016,Nissan,Nissan Rogue,Compact SUV,,,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2265338L,2016,Nissan,Nissan Rogue,Compact SUV,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2265399E,2016,Subaru,Subaru Forester,Compact SUV,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
22654289,2016,Subaru,Subaru Forester,Compact SUV,,,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
22654B8Y,2016,Subaru,Subaru Forester,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
232AA998,2016,GMC,GMC Terrain,Compact SUV,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2335963T,2016,Jeep,Jeep Cherokee,Compact SUV,,,3,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2335A4BP,2016,Jeep,Jeep Wrangler,Compact SUV,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2323484S,2016,Honda,Honda CR-V,Compact SUV,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23B9675R,2016,GMC,GMC Terrain,Compact SUV,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23BA86BC,2016,Ford,Ford Escape,Compact SUV,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23BA9A8W,2016,Ford,Ford Escape,Compact SUV,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
23B962A5,2016,GMC,GMC Terrain,Compact SUV,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2323285X,2016,Honda,Honda CR-V,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
22657963,2016,Toyota,Toyota RAV4,Compact SUV,,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
236687BV,2016,Nissan,Nissan Rogue,Compact SUV,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2366858H,2016,Nissan,Nissan Rogue,Compact SUV,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
2294877E,2016,Chevrolet,Chevrolet Equinox,Compact SUV,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.689077641,0.823505168,0.750532963,0.717596192,0.715493842,0.723399284,0.684270861,0.731802254,0.735870799,0.721954533,0.715850548,0.833326898
