ID,Year,Make,MakeSeries,Segment,4Region,9Region,Cluster,YNV_GLB_16,Not Consider Other Makes,Not Consider Other Segments,OVC_US_2C1_1,OVC_US_2C1_2,OVC_US_2C1_3,OVC_US_2C1_4,OVC_US_2C1_5,OVC_US_2C1_6,OVC_US_2C1_7,OVC_US_2C1_8,OVC_US_2C1_9,OVC_US_2C1_10,OVC_US_2C1_11,OVC_US_2C1_12,OVC_US_2C1_13,OVC_US_2C1_14,OVC_US_2C1_15,OVC_US_2C1_16,OVC_US_2C1_17,OVC_US_2C1_18,OVC_US_2C1_19,OVC_US_2C1_20,Cus_BrandExp,Advertising,Audio,Bluetooth,Camera,Comfort,Dealer,Disappointed,DQR,Economy,Engine,Exterior,Features,Handling,Heated Seats / Strg,Interior,Maintenance,Navigation,Performance,Price,Quietness,Ride,Roominess,Safety,Seats,Styling,Transmission,Trunk,Wheel,Had Exterior Problem,Had DEXP Problem,Had FCD Problem,Had AEN Problem,Had Seat Problem,Had HVAC Problem,Had INT Problem,Had ENG Problem,Had Problem,Had Severe Problem,Had Very Severe Problem,Taken to Dealer,Problem Fixed,APEAL_Index,EXT_Index,INT_Index,SS_Index,AEN_Index,Seats_Index,HVAC_Index,DD_Index,ENGTRN_Index,VDS_Index,FUEL_Index,APEAL_OSAT
B76A575M,2015,Mazda,Mazda MAZDA3,Compact Car,West,Pacific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.676780999,0.575381743,0.75038615,0.851655188,0.922859244,0.585374537,0.547788112,0.519025875,0.858925219,0.565143486,1,0.888888889
B735922J,2015,Hyundai,Hyundai Elantra,Compact Car,West,Pacific,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.766206874,1,0.888888889,0.888891357,0.888805246,0.444444444,0.888888889,0.705840527,0.705684987,0.888888889,0.777777778,0.777777778
B745652Q,2015,Kia,Kia Forte,Compact Car,South,West South Central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.993332356,1,1,1,0.97756852,0.966671556,1,1,1,1,1,1
B863A4AB,2015,Hyundai,Hyundai Elantra,Compact Car,Northeast,Middle Atlantic,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.395847347,0.583061057,0.683705926,0.518040435,0.585572489,0.539422276,0.45072285,0.539290515,0.436856314,0.528180515,0.333333333,0.666666667
B78444AJ,2015,Toyota,Toyota Prius,Compact Car,West,Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.829612531,0.969660599,0.961751731,0.925127749,0.644444306,0.913858052,0.866431088,0.786332478,0.813351998,0.83771034,0.949222222,0.888888889
B78A2B9E,2015,Subaru,Subaru WRX,Compact Car,West,Mountain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.999960772,1,1,0.999777827,0.999905902,1,1,1,1,1,1,1
B78BA34D,2015,Subaru,Subaru WRX,Compact Car,West,Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.589488847,0.779789291,0.722483359,0.626416352,0.680898752,0.758042471,0.639441722,0.664089147,0.795287138,0.796342588,0.273,0.888888889
B79226AJ,2015,Volkswagen,Volkswagen Golf,Compact Car,West,Pacific,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0.374096915,0.725448423,0.586491983,0.362298267,0.662789458,0.552766166,0.483970619,0.581664834,0.413347554,0.422568854,0.171444444,0.555555556
B792B26L,2015,Volkswagen,Volkswagen Golf,Compact Car,West,Pacific,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.571969523,0.774466004,0.854729917,0.621784048,0.350424508,0.584385994,0.623351224,0.827472808,0.567687676,0.796298148,0.666666667,1
B79B7A58,2015,Volkswagen,Volkswagen Jetta,Compact Car,Midwest,East North Central,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.695037531,0.744860083,0.74968608,0.733736947,0.668644099,0.756694447,0.714749253,0.801386528,0.816796098,0.751302648,0.777777778,0.777777778
B79A654B,2015,Volkswagen,Volkswagen Beetle,Compact Car,West,Pacific,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.648772683,0.777777778,0.791056883,0.615694735,0.524361549,0.756610105,0.777777778,0.714723305,0.888888889,0.641091446,0.666666667,0.666666667
B7A6892Q,2015,Chevrolet,Chevrolet Cruze,Compact Car,West,Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.436455118,0.666666667,0.611594493,0.869406798,0.361633305,0.625236079,0.321676612,0.731549067,0.325411903,0.443200124,0.555555556,0.555555556
B74523AB,2015,Kia,Kia Forte,Compact Car,South,South Atlantic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.841199631,0.965959859,0.87614317,0.916340813,0.825469486,0.877909124,0.868309053,0.901343199,0.702218667,0.789898788,1,0.888888889
B7B326AB,2015,Chevrolet,Chevrolet Volt,Compact Car,West,Pacific,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.685613473,0.777777778,0.666666667,0.777604977,0.666603935,0.719416386,0.666666667,0.697652457,0.712884267,0.666666667,1,0.777777778
B792276B,2015,Volkswagen,Volkswagen Jetta,Compact Car,Northeast,Middle Atlantic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.828938637,1,0.841595271,0.999777827,0.809898621,1,1,0.899910009,1,0.844837738,0.333333333,0.888888889
B76A633C,2015,Mazda,Mazda MAZDA3,Compact Car,West,Pacific,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.511550005,0.714820742,0.676656555,0.687258387,0.638054293,0.586326188,0.376104277,0.629937006,0.678443267,0.763345888,0.292111111,0.777777778
B783A78H,2015,Toyota,Toyota Corolla,Compact Car,South,West South Central,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.990438162,1,1,0.999777827,0.999905902,1,1,0.918230399,1,1,1,1
B774385T,2015,Nissan,Nissan LEAF,Compact Car,South,West South Central,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.90587407,1,1,0.92143968,0.969279434,1,1,0.930965903,0.867983313,0.883145019,0.749839111,1
B78A4452,2015,Subaru,Subaru WRX,Compact Car,West,Pacific,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.797309929,0.967226779,0.908101921,0.810153299,0.772031257,0.964784256,0.796301852,0.858314169,0.97003633,0.933451099,0.444444444,0.888888889
B78A873M,2015,Subaru,Subaru WRX,Compact Car,West,Mountain,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.686385643,0.962970372,0.968141259,0.826971784,0.639992028,0.916953695,0.758131369,0.883267229,0.606561566,0.553944606,0.495222222,1
B78AA28S,2015,Subaru,Subaru WRX,Compact Car,West,Pacific,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.612031407,0.784156831,0.635741352,0.476927349,0.638788415,0.614667911,0.400362258,0.679187637,0.888888889,0.888888889,0.666666667,0.777777778
B73597BZ,2015,Hyundai,Hyundai Elantra,Compact Car,South,South Atlantic,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.521948705,0.640283612,0.718671867,0.636214175,0.603912419,0.641950862,0.59758198,0.639158306,0.523281005,0.671888367,0.555555556,0.555555556
B737386L,2015,Hyundai,Hyundai Elantra,Compact Car,South,South Atlantic,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0.292366868,0.333333333,0.333333333,0.513508109,0.421870712,0.333333333,0.294273872,0.333333333,0.555555556,0.491028675,0.555555556,0.555555556
B745682L,2015,Kia,Kia Forte,Compact Car,West,Pacific,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.668728541,0.833344447,0.66513318,0.738013775,0.610457077,0.568436066,0.777777778,0.697063627,0.704940617,0.777777778,0.888888889,0.666666667
B76A429C,2015,Mazda,Mazda MAZDA3,Compact Car,Northeast,Middle Atlantic,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0.587287817,0.777777778,0.688415064,0.632638858,0.734466741,0.687127046,0.609716416,0.666666667,0.666666667,0.666666667,0.514333333,0.666666667
B84AB69M,2015,Dodge,Dodge Dart,Compact Car,Midwest,East North Central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.999986098,1,1,1,0.999905902,1,1,1,1,1,1,1
B736A29P,2015,Hyundai,Hyundai Elantra,Compact Car,South,East South Central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.781704515,0.828232313,0.901656832,0.804143524,0.819633175,0.815983709,0.870364814,0.864569099,0.858996434,0.877478919,0.666666667,0.888888889
B79A395P,2015,Volkswagen,Volkswagen Beetle,Compact Car,Midwest,East North Central,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.46871106,0.764686271,0.531197564,0.478282604,0.76052639,0.594304986,0.303441455,0.414780744,0.598429046,0.660211757,0.434888889,0.555555556
B79A863G,2015,Volkswagen,Volkswagen Beetle,Compact Car,Northeast,Middle Atlantic,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.590752261,0.937898691,0.910824416,0.480293268,0.675883773,0.64353102,0.444444444,0.903687409,0.555555556,0.541134775,0.555555556,0.888888889
B79BA42Q,2015,Volkswagen,Volkswagen Beetle,Compact Car,West,Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.999960772,1,1,0.999777827,0.999905902,1,1,1,1,1,1,1
B84A946H,2015,Dodge,Dodge Dart,Compact Car,South,South Atlantic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0.651047213,0.649407659,1,0.999777827,0.804872199,0.924492449,0.717016146,0.614571876,0.462575965,1,0.384111111,1
B7462ABV,2015,Kia,Kia Forte,Compact Car,South,South Atlantic,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.638656423,0.888888889,0.666666667,0.520284381,0.531097847,0.869546732,0.777777778,0.724360897,0.666666667,0.777777778,0.695333333,0.888888889
B8633ABZ,2015,Hyundai,Hyundai Elantra,Compact Car,Northeast,Middle Atlantic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.713688958,1,0.937860453,0.698233726,0.999905902,0.812949739,0.906223956,0.729249297,0.888888889,0.328311613,0.333333333,1
B7355A8D,2015,Hyundai,Hyundai Elantra,Compact Car,South,South Atlantic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.925041929,1,1,0.979491113,0.619891339,0.935501106,1,1,1,0.902065571,1,1
B746388D,2015,Kia,Kia Forte,Compact Car,West,Mountain,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.667664432,0.717943589,0.920314254,0.729426794,0.809575109,0.85540643,0.664466447,0.746403137,0.807741448,0.701218767,0.444444444,0.888888889
B877275Z,2015,Kia,Kia Forte,Compact Car,South,East South Central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.894549178,1,0.888888889,1,0.904627965,0.888888889,0.880554722,1,0.97836883,0.942539079,0.666666667,1
B7AB385R,2015,Buick,Buick Verano,Compact Car,South,East South Central,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.429798623,0.815940966,0.666666667,0.441176294,0.682293561,0.54882855,0.555555556,0.704785077,0.333333333,0.333333333,0.333333333,0.777777778
B732A325,2015,Honda,Honda Civic,Compact Car,West,Pacific,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.880781282,1,0.987887678,1,0.809898621,0.888888889,1,1,0.821040118,0.858536369,0.777777778,1
B736224F,2015,Hyundai,Hyundai Elantra,Compact Car,Northeast,New England,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.831547637,0.984474673,0.969997,0.798678072,0.89739729,0.846770121,0.858927782,0.841449188,0.827850548,0.841238098,0.777777778,0.888888889
B78262AB,2015,Toyota,Toyota Corolla,Compact Car,Midwest,East North Central,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.801232858,0.888888889,0.750463935,0.86300822,0.92202258,0.793444011,0.888888889,0.767056628,0.828983768,0.888888889,0.777777778,0.888888889
B78462BV,2015,Toyota,Toyota Corolla,Compact Car,Northeast,New England,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.649594404,0.873363562,0.848673756,0.818151522,0.529873904,0.755261304,0.679412386,0.682442867,0.714050817,0.626070726,0.666666667,0.777777778
B78A682B,2015,Subaru,Subaru WRX,Compact Car,Northeast,New England,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.47082978,0.777777778,0.666666667,0.777604977,0.300575454,0.666666667,0.333333333,0.485518115,0.568965326,0.568898666,0.555555556,0.444444444
B7B2973K,2015,Chevrolet,Chevrolet Volt,Compact Car,Northeast,Middle Atlantic,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.797909083,0.92536285,0.871776066,0.774672295,0.821845649,0.810401485,0.808780878,0.820840138,0.81630948,0.856947639,0.838111111,0.888888889
B876777C,2015,Kia,Kia Forte,Compact Car,Midwest,East North Central,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.813646083,0.888888889,0.765132069,0.904687847,0.888805246,0.840281139,0.757742441,0.846937528,0.756535458,0.849937228,0.939666667,0.888888889
B7AB322W,2015,Buick,Buick Verano,Compact Car,South,South Atlantic,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.321190436,0.478484586,0.529830761,0.371572984,0.510583882,0.677049372,0.400362258,0.535424235,0.347665233,0.320767923,0.403222222,0.777777778
B7AB688N,2015,Buick,Buick Verano,Compact Car,Northeast,Middle Atlantic,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.85295837,0.888888889,0.888888889,0.888891357,0.825469486,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
B73B7276,2015,Honda,Honda Civic,Compact Car,Northeast,New England,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.60400923,0.723222422,0.811136669,0.727760498,0.633170519,0.710702737,0.77448856,0.681231877,0.666725216,0.615216256,0.555555556,0.888888889
B7452A3C,2015,Kia,Kia Forte,Compact Car,South,East South Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.999960772,1,1,0.999777827,0.999905902,1,1,1,1,1,1,1
B774A29C,2015,Nissan,Nissan LEAF,Compact Car,West,Pacific,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.510904603,0.475672912,0.566934471,0.442990447,0.611275854,0.55757598,0.306541765,0.769945228,0.846015398,0.506149385,0.746111111,0.777777778
B77A293G,2015,Mitsubishi,Mitsubishi Lancer,Compact Car,Northeast,Middle Atlantic,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.639890795,0.796292592,0.679898545,0.694067985,0.546562616,0.734818815,0.645442322,0.754028486,0.666666667,0.795705318,0.777777778,0.777777778
B7826892,2015,Toyota,Toyota Corolla,Compact Car,South,South Atlantic,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.645138801,0.796314819,0.625773688,0.505465452,0.710228286,0.479986999,0.721116556,0.822117788,0.854644647,0.643435656,0.787333333,0.777777778
B783BBAF,2015,Toyota,Toyota Corolla,Compact Car,South,South Atlantic,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0.441306166,0.555555556,0.569212477,0.524039102,0.690383896,0.589597182,0.473036193,0.480963015,0.533924385,0.535757535,0.504777778,0.555555556
B784AA8U,2015,Toyota,Toyota Prius,Compact Car,West,Mountain,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.999974674,1,1,0.999777827,1,1,1,1,1,1,1,1
B7B2866F,2015,Chevrolet,Chevrolet Volt,Compact Car,West,Pacific,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.873983154,1,0.888888889,0.874694512,0.805969715,0.797994133,0.713860053,0.98664578,1,0.727816107,1,0.888888889
B78A693C,2015,Subaru,Subaru WRX,Compact Car,Northeast,Middle Atlantic,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.679596599,0.687615301,0.753808714,0.793234837,0.663982961,0.666666667,0.535520219,0.845670988,0.910131209,0.825572998,0.666666667,0.888888889
B792389C,2015,Volkswagen,Volkswagen Golf,Compact Car,South,South Atlantic,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.888319235,0.941877264,0.972686158,0.713122862,0.774826318,1,0.875676457,0.933228899,1,0.845749869,1,1
